provinsi,tahun,pulau,rpp,pl,ik,ia,rpp_norm,pl_norm,ik_norm,ia_norm,ikp,status,has_complete_data
SULAWESI TENGAH,2022,Sulawesi,0.24278683017514105,4.40496296951155,0.987719298245614,0.8767,0.41766,0.488586,0.356672,0.6436,0.481331,RENDAH,True
SULAWESI SELATAN,2022,Sulawesi,0.580997785557892,5.163520363071866,1.1094736842105264,0.9137,1.0,0.723061,0.574568,0.810945,0.760266,TINGGI,True
SULAWESI TENGGARA,2022,Sulawesi,0.17728024206980791,4.050083972616328,1.0687719298245615,0.8883,0.304869,0.37889,0.501727,0.696065,0.496089,RENDAH,True
GORONTALO,2022,Sulawesi,0.20133690785612476,5.128507776121675,1.0056140350877194,0.8458,0.34629,0.712238,0.388697,0.503844,0.479468,RENDAH,True
SULAWESI BARAT,2022,Sulawesi,0.24236479500891264,5.09943951549212,1.026140350877193,0.8825000000000001,0.416933,0.703253,0.425432,0.669833,0.552617,SEDANG,True
MALUKU,2022,Maluku-Papua,0.04921138332359037,3.860336620835074,0.9377192982456141,0.8403,0.084357,0.320238,0.26719,0.478969,0.304767,RENDAH,True
MALUKU UTARA,2022,Maluku-Papua,0.01855986507996665,3.8161335317815928,0.9050877192982457,0.9377,0.03158,0.306574,0.208791,0.919493,0.406116,RENDAH,True
PAPUA BARAT,2022,Maluku-Papua,0.02025177047240767,4.388522119404679,0.9617543859649123,0.7867,0.034493,0.483504,0.310204,0.236545,0.267624,RENDAH,True
PAPUA,2022,Maluku-Papua,0.043892515728963924,3.8989952335967795,0.7884210526315789,0.7343999999999999,0.075198,0.332188,0.0,0.0,0.081477,RENDAH,True
ACEH,2023,Sumatera,0.256130382124943,5.522235590299448,1.073157894736842,0.8555,0.491604,0.798295,0.541176,0.53168,0.579837,SEDANG,True
SUMATERA UTARA,2023,Sumatera,0.13566831853690872,5.140175744230946,1.1342105263157896,0.9185,0.260259,0.685807,0.658151,0.820937,0.63294,SEDANG,True
SUMATERA BARAT,2023,Sumatera,0.25749822656847077,4.932277292511694,1.0392982456140352,0.9405,0.494231,0.624596,0.476303,0.921947,0.64324,SEDANG,True
RIAU,2023,Sumatera,0.031006420388685663,3.9675616315708973,1.0471929824561403,0.9332,0.059258,0.340558,0.491429,0.88843,0.493921,RENDAH,True
JAMBI,2023,Sumatera,0.07500039410741466,4.506149422959849,1.0649122807017544,0.9242,0.143748,0.499133,0.525378,0.847107,0.540322,SEDANG,True
SUMATERA SELATAN,2023,Sumatera,0.3239862663693029,5.618988563622509,1.1435087719298247,0.8822,0.62192,0.826782,0.675966,0.65427,0.688811,SEDANG,True
BENGKULU,2023,Sumatera,0.13743261265580056,4.953324090772909,1.057719298245614,0.8596,0.263648,0.630793,0.511597,0.550505,0.497519,RENDAH,True
LAMPUNG,2023,Sumatera,0.29610244685419795,5.202520470872271,1.0117543859649123,0.8889,0.56837,0.704163,0.423529,0.685032,0.587075,SEDANG,True
KEPULAUAN BANGKA BELITUNG,2023,Sumatera,0.043963813744295255,4.348760448452556,1.185438596491228,0.9548,0.084143,0.452793,0.756303,0.987603,0.630559,SEDANG,True
KEPULAUAN RIAU,2023,Sumatera,0.00015052030103131098,2.810878806280906,1.1345614035087719,0.9431,0.0,0.0,0.658824,0.933884,0.477812,RENDAH,True
JAKARTA,2023,Jawa,0.0002505861077013896,4.925644189858731,1.1956140350877194,0.9556,0.000192,0.622643,0.775798,0.991276,0.654689,SEDANG,True
JAWA BARAT,2023,Jawa,0.18331296041138942,5.771479149503325,1.116140350877193,0.9238,0.35176,0.871679,0.623529,0.845271,0.685328,SEDANG,True
JAWA TENGAH,2023,Jawa,0.241978304520391,5.5297795955410995,1.0487719298245615,0.8923,0.464426,0.800516,0.494454,0.700643,0.611518,SEDANG,True
DAERAH ISTIMEWA YOGYAKARTA,2023,Jawa,0.1429449190418841,5.053412759100214,1.0991228070175438,0.8896,0.274234,0.660261,0.590924,0.688246,0.57065,SEDANG,True
JAWA TIMUR,2023,Jawa,0.23383463478769695,5.7186012445997125,1.0519298245614035,0.8965,0.448786,0.856111,0.500504,0.719927,0.627109,SEDANG,True
BANTEN,2023,Jawa,0.13702668167082396,5.419295479465872,1.2159649122807017,0.9383,0.262868,0.767987,0.81479,0.911846,0.724162,TINGGI,True
BALI,2023,Bali-Nusa,0.15293705015552983,6.2073122137352525,1.0766666666666667,0.9575,0.293424,1.0,0.547899,1.0,0.723054,TINGGI,True
NUSA TENGGARA BARAT,2023,Bali-Nusa,0.2767003435066453,5.3512068046935335,1.3126315789473684,0.8615,0.531109,0.74794,1.0,0.559229,0.723579,TINGGI,True
NUSA TENGGARA TIMUR,2023,Bali-Nusa,0.1376901941067677,4.15167876753347,0.9887719298245614,0.8004,0.264142,0.394767,0.379496,0.278696,0.329239,RENDAH,True
KALIMANTAN BARAT,2023,Kalimantan,0.12453377909768286,3.1253421944323105,1.020877192982456,0.9329000000000001,0.238876,0.092586,0.441008,0.887052,0.46471,RENDAH,True
KALIMANTAN TENGAH,2023,Kalimantan,0.11925624616937663,3.2563503947123604,1.1405263157894738,0.9489,0.22874,0.131159,0.670252,0.960514,0.56121,SEDANG,True
KALIMANTAN SELATAN,2023,Kalimantan,0.2073622741160031,4.085916192832478,1.1931578947368422,0.9571,0.397946,0.375405,0.771092,0.998163,0.685447,SEDANG,True
KALIMANTAN TIMUR,2023,Kalimantan,0.0580535770007929,3.9762452303273834,1.105263157894737,0.9389,0.111202,0.343115,0.602689,0.914601,0.54605,SEDANG,True
KALIMANTAN UTARA,2023,Kalimantan,0.032331506849315066,3.6311216138044777,1.0480701754385966,0.9355,0.061803,0.241501,0.493109,0.89899,0.47829,RENDAH,True
SULAWESI UTARA,2023,Sulawesi,0.08882842066007832,4.36547895595821,1.1940350877192982,0.9262,0.170304,0.457715,0.772773,0.85629,0.614323,SEDANG,True
SULAWESI TENGAH,2023,Sulawesi,0.26609025852015034,4.622239130962054,1.0196491228070175,0.8759,0.510732,0.533312,0.438655,0.625344,0.528008,SEDANG,True
SULAWESI SELATAN,2023,Sulawesi,0.5208534345192956,5.0386809657849305,1.1259649122807018,0.913,1.0,0.655924,0.642353,0.795684,0.762596,TINGGI,True
SULAWESI TENGGARA,2023,Sulawesi,0.17439332484539832,4.207900956251658,1.0594736842105263,0.8857,0.33463,0.41132,0.514958,0.67034,0.504779,SEDANG,True
GORONTALO,2023,Sulawesi,0.20724675239037257,5.068118887001071,1.0017543859649123,0.8485,0.397724,0.664591,0.40437,0.499541,0.483636,RENDAH,True
SULAWESI BARAT,2023,Sulawesi,0.1967852204442644,4.973130020866226,1.0771929824561404,0.8851,0.377633,0.636624,0.548908,0.667585,0.567799,SEDANG,True
MALUKU,2023,Maluku-Papua,0.04163412652954959,3.532246778237798,0.9282456140350877,0.8358,0.079668,0.21239,0.263529,0.44123,0.269839,RENDAH,True
MALUKU UTARA,2023,Maluku-Papua,0.019941088923790293,3.458683083692326,0.9607017543859648,0.9354,0.038007,0.190731,0.325714,0.898531,0.413021,RENDAH,True
PAPUA BARAT,2023,Maluku-Papua,0.019006830624105114,4.507709332497049,0.9705263157894737,0.7951,0.036213,0.499592,0.344538,0.254362,0.286831,RENDAH,True
PAPUA BARAT DAYA,2023,Maluku-Papua,,4.133884069468637,,,0.0,0.389528,0.0,0.0,0.077906,RENDAH,False
PAPUA,2023,Maluku-Papua,0.0008388805853615009,4.47576709752672,0.7907017543859649,0.7397,0.001322,0.490187,0.0,0.0,0.098302,RENDAH,True
PAPUA SELATAN,2023,Maluku-Papua,,4.098116491169183,,,0.0,0.378997,0.0,0.0,0.075799,RENDAH,False
PAPUA TENGAH,2023,Maluku-Papua,,4.428048896953491,,,0.0,0.476138,0.0,0.0,0.095228,RENDAH,False
PAPUA PEGUNUNGAN,2023,Maluku-Papua,,4.358557284299859,,,0.0,0.455678,0.0,0.0,0.091136,RENDAH,False
ACEH,2024,Sumatera,0.29883457190177865,5.511243014731089,1.0710526315789473,0.8577,0.586888,0.821967,0.486016,0.646876,0.621639,SEDANG,True
SUMATERA UTARA,2024,Sumatera,0.141442442184944,5.256418294150422,1.1036842105263158,0.9201,0.277752,0.74767,0.549454,0.862271,0.628602,SEDANG,True
SUMATERA BARAT,2024,Sumatera,0.23242314005688633,4.593851990412592,1.0294736842105263,0.9403,0.456448,0.554492,0.405184,0.931999,0.603343,SEDANG,True
RIAU,2024,Sumatera,0.0330042225888438,3.9356255968420806,1.0521052631578947,0.9333,0.064767,0.362578,0.449181,0.907836,0.492574,RENDAH,True
JAMBI,2024,Sumatera,0.07545634078887307,4.560145218681562,1.0442105263157895,0.929,0.148148,0.544664,0.433834,0.892993,0.53661,SEDANG,True
SUMATERA SELATAN,2024,Sumatera,0.32921952066807736,5.583295267453719,1.1421052631578947,0.8903,0.646567,0.842975,0.624147,0.759406,0.712974,TINGGI,True
BENGKULU,2024,Sumatera,0.1291774216456775,4.891942800988757,1.0582456140350878,0.8644000000000001,0.253662,0.641403,0.461119,0.670003,0.51835,SEDANG,True
LAMPUNG,2024,Sumatera,0.29633397702662534,5.249705011209762,1.0549122807017544,0.8931,0.581977,0.745713,0.454638,0.769071,0.632651,SEDANG,True
KEPULAUAN BANGKA BELITUNG,2024,Sumatera,0.05059731635651322,4.257081970887611,1.164561403508772,0.9545,0.099322,0.456303,0.667804,0.981015,0.605771,SEDANG,True
KEPULAUAN RIAU,2024,Sumatera,0.00013973801126734758,2.692049766169593,1.1666666666666667,0.9463,0.000218,0.0,0.671896,0.95271,0.487425,RENDAH,True
JAKARTA,2024,Jawa,0.00021586912371664686,4.6287250908069275,1.2394736842105265,0.957,0.000367,0.564659,0.813438,0.989644,0.65393,SEDANG,True
JAWA BARAT,2024,Jawa,0.17135456627444126,5.847296720224118,1.1129824561403507,0.9254,0.336503,0.919947,0.567531,0.880566,0.685719,SEDANG,True
JAWA TENGAH,2024,Jawa,0.2346465390066056,5.718695510277442,1.0464912280701755,0.8953,0.460815,0.882452,0.438267,0.776666,0.633133,SEDANG,True
DAERAH ISTIMEWA YOGYAKARTA,2024,Jawa,0.12044999867003592,4.669517849392423,1.1189473684210527,0.8916999999999999,0.236521,0.576553,0.579127,0.764239,0.565625,SEDANG,True
JAWA TIMUR,2024,Jawa,0.22170384172954355,5.73316079205556,1.0642105263157895,0.9021,0.435395,0.88667,0.472715,0.800138,0.646269,SEDANG,True
BANTEN,2024,Jawa,0.12473441929308042,5.184457401714042,1.1742105263157896,0.9416,0.244936,0.726689,0.686562,0.936486,0.681239,SEDANG,True
BALI,2024,Bali-Nusa,0.14334093113482055,6.121862149149845,1.1554385964912282,0.96,0.281481,1.0,0.650068,1.0,0.751317,TINGGI,True
NUSA TENGGARA BARAT,2024,Bali-Nusa,0.2574226656039674,5.159092409625177,1.335438596491228,0.8709,0.50555,0.719294,1.0,0.69244,0.752701,TINGGI,True
NUSA TENGGARA TIMUR,2024,Bali-Nusa,0.12514012376237624,4.194891945129903,0.9568421052631578,0.8052,0.245733,0.43817,0.263984,0.465654,0.355672,RENDAH,True
KALIMANTAN BARAT,2024,Kalimantan,0.1342786673689755,3.0936903993127722,1.0285964912280703,0.9368,0.263682,0.117103,0.403479,0.919917,0.473176,RENDAH,True
KALIMANTAN TENGAH,2024,Kalimantan,0.13031527209310603,3.298140729639918,1.122982456140351,0.9483,0.255897,0.176713,0.586971,0.959613,0.550497,SEDANG,True
KALIMANTAN SELATAN,2024,Kalimantan,0.24092477418449013,4.18332374286515,1.1817543859649122,0.9589,0.473147,0.434798,0.701228,0.996203,0.690818,SEDANG,True
KALIMANTAN TIMUR,2024,Kalimantan,0.06170268667045651,3.9599677356160567,1.1529824561403508,0.9422,0.121134,0.369676,0.645293,0.938557,0.573317,SEDANG,True
KALIMANTAN UTARA,2024,Kalimantan,0.04065932684509327,3.6319188704259573,1.0896491228070175,0.9368,0.079803,0.274029,0.522169,0.919917,0.503392,SEDANG,True
SULAWESI UTARA,2024,Sulawesi,0.10109369309349323,4.619855972298618,1.1442105263157893,0.9275,0.198503,0.562073,0.62824,0.887815,0.606932,SEDANG,True
SULAWESI TENGAH,2024,Sulawesi,0.24406957204177077,4.414304362843935,1.0357894736842106,0.8823,0.479323,0.502143,0.417462,0.731792,0.541069,SEDANG,True
SULAWESI SELATAN,2024,Sulawesi,0.5091647177547182,5.065053958305433,1.1252631578947367,0.9194,1.0,0.691876,0.591405,0.859855,0.773753,TINGGI,True
SULAWESI TENGGARA,2024,Sulawesi,0.19900328667072428,4.275674980871096,1.0766666666666667,0.8879,0.390808,0.461724,0.49693,0.751122,0.544922,SEDANG,True
GORONTALO,2024,Sulawesi,0.19128757126567844,5.002175193255261,1.0256140350877194,0.8543000000000001,0.375654,0.673543,0.397681,0.63514,0.519686,SEDANG,True
SULAWESI BARAT,2024,Sulawesi,0.21213184539648752,5.046985838754613,1.051578947368421,0.8879,0.416594,0.686608,0.448158,0.751122,0.580424,SEDANG,True
MALUKU,2024,Maluku-Papua,0.04683663137335527,3.805237322710029,0.9273684210526316,0.8395,0.091936,0.324562,0.206685,0.584052,0.320521,RENDAH,True
MALUKU UTARA,2024,Maluku-Papua,0.023039945411625847,3.334463221344528,0.924561403508772,0.9368,0.045196,0.187303,0.201228,0.919917,0.382843,RENDAH,True
PAPUA BARAT,2024,Maluku-Papua,0.03582020044928288,4.047768754161679,0.9582456140350877,0.7834,0.070298,0.395275,0.266712,0.390404,0.290249,RENDAH,True
PAPUA BARAT DAYA,2024,Maluku-Papua,0.0015765268697177483,2.717014318300492,,0.8187,0.00304,0.007279,0.0,0.512254,0.15574,RENDAH,False
PAPUA,2024,Maluku-Papua,0.004346549123137846,4.3141300991044105,0.8210526315789474,0.8274,0.00848,0.472936,0.0,0.542285,0.258969,RENDAH,True
PAPUA SELATAN,2024,Maluku-Papua,0.401751743220808,4.617261451852367,,0.8256,0.789029,0.561317,0.0,0.536072,0.430891,RENDAH,False
PAPUA TENGAH,2024,Maluku-Papua,0.00412273745671804,4.228323538422973,,0.7023999999999999,0.008041,0.447918,0.0,0.110804,0.124433,RENDAH,False
PAPUA PEGUNUNGAN,2024,Maluku-Papua,2.888888888888889e-05,4.387163561076605,,0.6703,0.0,0.494229,0.0,0.0,0.098846,RENDAH,False
