kode_wilayah,wilayah,provinsi,level,tahun,hls,rls,ahh,pengeluaran,hortikultura,padi,ttplahan,hahutan,kebun,ikan,proktam,komposit,ketersediaan,keterjangkauan,pemanfaatan,spk,spe
1100,ACEH,ACEH,provinsi,2020,14.31,9.33,69.93,9492.0,2814187.0,55.28,5647.3,6871.76,1389.9,446022.0,7410.19,74.06,80.18,71.44,70.55,25018.0,-0.37
1100,ACEH,ACEH,provinsi,2021,14.36,9.37,69.96,9572.0,2299763.0,55.03,5653.3,16064.0,1301.7,364468.0,12305.34,71.63,81.05,69.86,68.67,25356.0,2.81
1100,ACEH,ACEH,provinsi,2022,14.37,9.44,70.18,9963.0,2624460.0,55.55,5652.7,13700.0,1217.6,324618.0,19123.72,70.16,80.17,69.34,66.25,26062.0,4.21
1100,ACEH,ACEH,provinsi,2023,14.38,9.55,70.34,10334.0,2743448.0,55.22,5659.3,22046.86,1282.75,401037.16,16950.1,72.96,77.07,74.49,69.62,26800.0,4.23
1100,ACEH,ACEH,provinsi,2024,14.39,9.64,70.44,10811.0,2386931.0,55.11,,,1316.28,520709.23,17146.85,73.94,77.74,74.71,71.24,27684.0,4.66
1100,ACEH,ACEH,provinsi,2025,14.4,9.95,,11191.0,2871967.0,57.04,,,,,15451.55,70.0,62.46,81.51,66.2,28145.0,2.97
1101,Simeulue,ACEH,kab_kota,2020,13.76,9.34,65.26,7085.0,,,,,,,,74.3,81.41,69.11,72.87,,
1101,Simeulue,ACEH,kab_kota,2021,13.9,9.48,65.28,7148.0,,,,,,,,74.3,81.41,69.11,72.87,,
1101,Simeulue,ACEH,kab_kota,2022,14.08,9.73,65.48,7371.0,,,,,,,,74.63,82.13,69.4,72.92,,
1101,Simeulue,ACEH,kab_kota,2023,14.28,9.81,65.61,7686.0,,,,,,,,72.51,75.01,69.21,73.1,,
1101,Simeulue,ACEH,kab_kota,2024,14.53,9.89,65.73,8106.0,,,,,,,,77.54,86.75,72.56,74.36,,
1101,Simeulue,ACEH,kab_kota,2025,14.59,10.09,,8555.0,,,,,,,,62.12,53.62,71.59,61.29,,
1102,Aceh Singkil,ACEH,kab_kota,2020,14.31,8.53,67.39,8707.0,,,,,,,,51.97,16.68,67.46,66.82,,
1102,Aceh Singkil,ACEH,kab_kota,2021,14.32,8.68,67.43,8776.0,,,,,,,,51.97,16.68,67.46,66.82,,
1102,Aceh Singkil,ACEH,kab_kota,2022,14.34,8.69,67.65,8994.0,,,,,,,,51.88,20.95,65.78,64.65,,
1102,Aceh Singkil,ACEH,kab_kota,2023,14.35,8.7,67.78,9374.0,,,,,,,,47.06,0.0,70.04,65.13,,
1102,Aceh Singkil,ACEH,kab_kota,2024,14.36,8.72,67.89,9862.0,,,,,,,,46.1,0.0,65.88,65.85,,
1102,Aceh Singkil,ACEH,kab_kota,2025,14.37,9.05,,10227.0,,,,,,,,56.42,36.5,72.52,60.47,,
1103,Aceh Selatan,ACEH,kab_kota,2020,14.42,8.87,64.35,8089.0,,,,,,,,75.55,90.2,74.34,65.47,,
1103,Aceh Selatan,ACEH,kab_kota,2021,14.6,8.88,64.4,8180.0,,,,,,,,75.55,90.2,74.34,65.47,,
1103,Aceh Selatan,ACEH,kab_kota,2022,14.69,8.89,64.64,8353.0,,,,,,,,71.02,86.03,72.02,59.01,,
1103,Aceh Selatan,ACEH,kab_kota,2023,14.7,8.91,64.81,8712.0,,,,,,,,71.11,82.1,74.57,60.27,,
1103,Aceh Selatan,ACEH,kab_kota,2024,14.71,8.92,64.97,9190.0,,,,,,,,73.84,85.0,77.88,62.44,,
1103,Aceh Selatan,ACEH,kab_kota,2025,14.72,9.25,,9573.0,,,,,,,,77.25,80.58,84.59,66.67,,
1104,Aceh Tenggara,ACEH,kab_kota,2020,14.0,9.66,68.14,8020.0,,,,,,,,76.22,97.44,73.25,62.52,,
1104,Aceh Tenggara,ACEH,kab_kota,2021,14.01,9.67,68.22,8030.0,,,,,,,,76.22,97.44,73.25,62.52,,
1104,Aceh Tenggara,ACEH,kab_kota,2022,14.26,9.92,68.48,8222.0,,,,,,,,77.39,96.16,75.78,64.51,,
1104,Aceh Tenggara,ACEH,kab_kota,2023,14.27,10.09,68.65,8566.0,,,,,,,,78.47,95.35,80.37,64.38,,
1104,Aceh Tenggara,ACEH,kab_kota,2024,14.47,10.1,68.78,8876.0,,,,,,,,76.87,91.67,75.02,67.15,,
1104,Aceh Tenggara,ACEH,kab_kota,2025,14.52,10.39,,9097.0,,,,,,,,69.16,62.04,83.0,62.67,,
1105,Aceh Timur,ACEH,kab_kota,2020,13.03,8.15,68.72,8489.0,,,,,,,,76.08,92.33,73.44,65.86,,
1105,Aceh Timur,ACEH,kab_kota,2021,13.04,8.21,68.74,8577.0,,,,,,,,76.08,92.33,73.44,65.86,,
1105,Aceh Timur,ACEH,kab_kota,2022,13.06,8.32,68.94,9127.0,,,,,,,,76.55,91.33,76.16,65.76,,
1105,Aceh Timur,ACEH,kab_kota,2023,13.07,8.47,69.07,9436.0,,,,,,,,75.78,90.19,75.72,65.02,,
1105,Aceh Timur,ACEH,kab_kota,2024,13.08,8.48,69.18,9889.0,,,,,,,,77.19,87.4,77.73,69.13,,
1105,Aceh Timur,ACEH,kab_kota,2025,13.09,8.8,,10284.0,,,,,,,,65.17,58.07,83.11,54.6,,
1106,Aceh Tengah,ACEH,kab_kota,2020,14.27,9.85,68.85,10673.0,,,,,,,,66.31,55.06,76.37,67.19,,
1106,Aceh Tengah,ACEH,kab_kota,2021,14.28,9.86,68.86,10780.0,,,,,,,,66.31,55.06,76.37,67.19,,
1106,Aceh Tengah,ACEH,kab_kota,2022,14.61,9.87,69.05,10957.0,,,,,,,,63.93,49.49,76.16,65.59,,
1106,Aceh Tengah,ACEH,kab_kota,2023,14.85,9.89,69.18,11323.0,,,,,,,,65.57,41.0,79.02,73.9,,
1106,Aceh Tengah,ACEH,kab_kota,2024,15.03,10.03,69.3,11805.0,,,,,,,,69.08,47.57,79.8,77.17,,
1106,Aceh Tengah,ACEH,kab_kota,2025,15.04,10.35,,12175.0,,,,,,,,74.61,72.34,83.83,67.8,,
1107,Aceh Barat,ACEH,kab_kota,2020,14.6,9.37,67.98,9516.0,,,,,,,,77.98,90.39,71.31,73.67,,
1107,Aceh Barat,ACEH,kab_kota,2021,14.61,9.55,67.99,9593.0,,,,,,,,77.98,90.39,71.31,73.67,,
1107,Aceh Barat,ACEH,kab_kota,2022,14.63,9.87,68.19,9775.0,,,,,,,,77.56,90.57,68.93,74.28,,
1107,Aceh Barat,ACEH,kab_kota,2023,14.64,9.98,68.34,10085.0,,,,,,,,79.95,90.06,73.49,77.21,,
1107,Aceh Barat,ACEH,kab_kota,2024,14.93,9.99,68.48,10548.0,,,,,,,,78.27,88.42,72.56,74.95,,
1107,Aceh Barat,ACEH,kab_kota,2025,14.94,10.27,,10937.0,,,,,,,,73.88,72.52,75.09,74.04,,
1108,Aceh Besar,ACEH,kab_kota,2020,14.72,10.32,69.78,9641.0,,,,,,,,83.09,93.96,75.57,80.59,,
1108,Aceh Besar,ACEH,kab_kota,2021,14.73,10.33,69.79,9644.0,,,,,,,,83.09,93.96,75.57,80.59,,
1108,Aceh Besar,ACEH,kab_kota,2022,14.75,10.35,69.99,9894.0,,,,,,,,81.49,94.69,73.67,77.47,,
1108,Aceh Besar,ACEH,kab_kota,2023,14.76,10.36,70.14,10309.0,,,,,,,,85.62,94.63,78.89,83.91,,
1108,Aceh Besar,ACEH,kab_kota,2024,14.77,10.37,70.29,10810.0,,,,,,,,84.72,92.41,79.15,83.12,,
1108,Aceh Besar,ACEH,kab_kota,2025,14.92,10.69,,11072.0,,,,,,,,73.55,61.95,84.33,74.52,,
1109,Pidie,ACEH,kab_kota,2020,14.46,8.99,66.94,9816.0,,,,,,,,75.39,95.33,64.35,68.72,,
1109,Pidie,ACEH,kab_kota,2021,14.47,9.0,66.95,9860.0,,,,,,,,75.39,95.33,64.35,68.72,,
1109,Pidie,ACEH,kab_kota,2022,14.49,9.02,67.15,10211.0,,,,,,,,72.52,93.97,64.91,62.13,,
1109,Pidie,ACEH,kab_kota,2023,14.5,9.03,67.29,10584.0,,,,,,,,75.69,93.11,66.54,69.48,,
1109,Pidie,ACEH,kab_kota,2024,14.52,9.04,67.41,11187.0,,,,,,,,76.69,94.75,66.82,70.55,,
1109,Pidie,ACEH,kab_kota,2025,14.53,9.37,,11607.0,,,,,,,,63.35,53.8,81.87,54.66,,
1110,Bireuen,ACEH,kab_kota,2020,14.83,9.28,71.22,8857.0,,,,,,,,80.29,95.11,75.57,72.71,,
1110,Bireuen,ACEH,kab_kota,2021,14.84,9.29,71.26,8867.0,,,,,,,,80.29,95.11,75.57,72.71,,
1110,Bireuen,ACEH,kab_kota,2022,14.86,9.31,71.48,9438.0,,,,,,,,78.79,92.34,71.0,74.48,,
1110,Bireuen,ACEH,kab_kota,2023,14.87,9.32,71.66,9758.0,,,,,,,,81.34,91.41,76.93,77.1,,
1110,Bireuen,ACEH,kab_kota,2024,14.88,9.59,71.83,10150.0,,,,,,,,80.83,90.19,77.44,76.36,,
1110,Bireuen,ACEH,kab_kota,2025,14.98,9.92,,10418.0,,,,,,,,76.22,73.72,84.69,70.36,,
1111,Aceh Utara,ACEH,kab_kota,2020,14.7,8.63,68.8,8122.0,,,,,,,,77.38,96.25,69.31,69.28,,
1111,Aceh Utara,ACEH,kab_kota,2021,14.71,8.64,68.81,8201.0,,,,,,,,77.38,96.25,69.31,69.28,,
1111,Aceh Utara,ACEH,kab_kota,2022,14.73,8.73,69.01,8620.0,,,,,,,,75.85,95.84,68.43,66.43,,
1111,Aceh Utara,ACEH,kab_kota,2023,14.74,8.85,69.15,8970.0,,,,,,,,76.66,95.06,69.55,68.19,,
1111,Aceh Utara,ACEH,kab_kota,2024,14.75,9.11,69.28,9374.0,,,,,,,,77.12,92.57,68.76,71.81,,
1111,Aceh Utara,ACEH,kab_kota,2025,14.76,9.38,,9813.0,,,,,,,,65.07,54.5,79.15,61.77,,
1112,Aceh Barat Daya,ACEH,kab_kota,2020,13.58,8.66,65.0,8316.0,,,,,,,,76.31,94.47,70.27,67.21,,
1112,Aceh Barat Daya,ACEH,kab_kota,2021,13.65,8.67,65.06,8428.0,,,,,,,,76.31,94.47,70.27,67.21,,
1112,Aceh Barat Daya,ACEH,kab_kota,2022,13.66,8.68,65.3,8651.0,,,,,,,,75.91,94.65,71.21,65.38,,
1112,Aceh Barat Daya,ACEH,kab_kota,2023,13.67,8.77,65.48,9043.0,,,,,,,,76.93,93.47,69.6,70.02,,
1112,Aceh Barat Daya,ACEH,kab_kota,2024,13.69,8.78,65.65,9559.0,,,,,,,,78.05,91.29,73.41,71.59,,
1112,Aceh Barat Daya,ACEH,kab_kota,2025,13.7,9.11,,9922.0,,,,,,,,68.91,62.01,80.88,64.03,,
1113,Gayo Lues,ACEH,kab_kota,2020,13.77,8.2,65.47,8791.0,,,,,,,,73.79,92.85,66.53,64.93,,
1113,Gayo Lues,ACEH,kab_kota,2021,13.78,8.4,65.53,8856.0,,,,,,,,73.79,92.85,66.53,64.93,,
1113,Gayo Lues,ACEH,kab_kota,2022,14.08,8.41,65.77,9094.0,,,,,,,,72.31,89.0,67.53,63.38,,
1113,Gayo Lues,ACEH,kab_kota,2023,14.34,8.42,65.92,9407.0,,,,,,,,75.49,91.34,69.54,68.06,,
1113,Gayo Lues,ACEH,kab_kota,2024,14.59,8.44,66.03,9967.0,,,,,,,,77.06,88.6,67.71,75.42,,
1113,Gayo Lues,ACEH,kab_kota,2025,14.73,8.75,,10237.0,,,,,,,,72.05,70.96,78.71,66.57,,
1114,Aceh Tamiang,ACEH,kab_kota,2020,13.59,8.9,69.58,8327.0,,,,,,,,78.81,87.46,77.19,73.55,,
1114,Aceh Tamiang,ACEH,kab_kota,2021,13.76,8.91,69.63,8367.0,,,,,,,,78.81,87.46,77.19,73.55,,
1114,Aceh Tamiang,ACEH,kab_kota,2022,13.96,9.04,69.87,8759.0,,,,,,,,79.33,86.84,77.01,75.44,,
1114,Aceh Tamiang,ACEH,kab_kota,2023,14.23,9.24,70.04,9050.0,,,,,,,,81.41,83.22,80.66,80.63,,
1114,Aceh Tamiang,ACEH,kab_kota,2024,14.51,9.3,70.21,9529.0,,,,,,,,81.16,85.45,80.42,78.5,,
1114,Aceh Tamiang,ACEH,kab_kota,2025,14.52,9.42,,9959.0,,,,,,,,78.2,79.15,81.75,73.76,,
1115,Nagan Raya,ACEH,kab_kota,2020,14.13,8.68,69.22,8216.0,,,,,,,,77.41,87.21,72.13,74.02,,
1115,Nagan Raya,ACEH,kab_kota,2021,14.14,8.69,69.24,8292.0,,,,,,,,77.41,87.21,72.13,74.02,,
1115,Nagan Raya,ACEH,kab_kota,2022,14.16,8.95,69.45,8581.0,,,,,,,,74.47,87.51,66.55,70.62,,
1115,Nagan Raya,ACEH,kab_kota,2023,14.17,8.96,69.6,9062.0,,,,,,,,76.29,82.17,71.05,75.8,,
1115,Nagan Raya,ACEH,kab_kota,2024,14.18,9.25,69.75,9523.0,,,,,,,,76.6,86.85,68.58,74.92,,
1115,Nagan Raya,ACEH,kab_kota,2025,14.19,9.57,,9759.0,,,,,,,,74.36,73.4,77.99,71.74,,
1116,Aceh Jaya,ACEH,kab_kota,2020,13.98,8.7,67.16,9615.0,,,,,,,,79.95,96.49,75.83,70.64,,
1116,Aceh Jaya,ACEH,kab_kota,2021,13.99,8.71,67.19,9666.0,,,,,,,,79.95,96.49,75.83,70.64,,
1116,Aceh Jaya,ACEH,kab_kota,2022,14.01,8.72,67.4,10041.0,,,,,,,,77.41,95.6,73.83,66.46,,
1116,Aceh Jaya,ACEH,kab_kota,2023,14.02,8.74,67.55,10461.0,,,,,,,,80.22,93.81,77.29,72.21,,
1116,Aceh Jaya,ACEH,kab_kota,2024,14.06,9.02,67.69,11007.0,,,,,,,,79.69,95.35,76.49,70.35,,
1116,Aceh Jaya,ACEH,kab_kota,2025,14.07,9.34,,11324.0,,,,,,,,81.09,91.23,87.87,64.28,,
1117,Bener Meriah,ACEH,kab_kota,2020,13.46,9.79,69.22,11098.0,,,,,,,,49.97,0.0,70.11,72.35,,
1117,Bener Meriah,ACEH,kab_kota,2021,13.47,10.0,69.26,11118.0,,,,,,,,49.97,0.0,70.11,72.35,,
1117,Bener Meriah,ACEH,kab_kota,2022,13.71,10.01,69.48,11421.0,,,,,,,,48.14,0.0,72.65,65.87,,
1117,Bener Meriah,ACEH,kab_kota,2023,13.72,10.12,69.64,11855.0,,,,,,,,45.67,0.0,72.66,59.69,,
1117,Bener Meriah,ACEH,kab_kota,2024,13.73,10.13,69.79,12360.0,,,,,,,,46.98,0.0,73.46,62.35,,
1117,Bener Meriah,ACEH,kab_kota,2025,13.93,10.41,,12657.0,,,,,,,,69.88,69.14,81.25,59.41,,
1118,Pidie Jaya,ACEH,kab_kota,2020,14.82,9.33,70.14,10071.0,,,,,,,,77.24,96.31,63.68,73.1,,
1118,Pidie Jaya,ACEH,kab_kota,2021,14.97,9.34,70.18,10290.0,,,,,,,,77.24,96.31,63.68,73.1,,
1118,Pidie Jaya,ACEH,kab_kota,2022,14.98,9.53,70.41,10701.0,,,,,,,,76.06,95.94,63.76,70.36,,
1118,Pidie Jaya,ACEH,kab_kota,2023,14.99,9.58,70.6,11005.0,,,,,,,,77.69,95.34,65.8,73.37,,
1118,Pidie Jaya,ACEH,kab_kota,2024,15.01,9.59,70.77,11274.0,,,,,,,,78.95,94.97,68.93,74.44,,
1118,Pidie Jaya,ACEH,kab_kota,2025,15.02,9.8,,11543.0,,,,,,,,65.84,60.84,77.07,59.79,,
1171,Kota Banda Aceh,ACEH,kab_kota,2020,17.79,12.65,71.45,16778.0,,,,,,,,85.82,,87.3,84.61,,
1171,Kota Banda Aceh,ACEH,kab_kota,2021,17.8,12.83,71.52,16891.0,,,,,,,,85.82,,87.3,84.61,,
1171,Kota Banda Aceh,ACEH,kab_kota,2022,17.81,13.03,71.79,17228.0,,,,,,,,84.36,,86.2,82.85,,
1171,Kota Banda Aceh,ACEH,kab_kota,2023,17.93,13.04,72.02,17521.0,,,,,,,,86.97,,89.27,85.09,,
1171,Kota Banda Aceh,ACEH,kab_kota,2024,17.94,13.1,72.17,18100.0,,,,,,,,87.96,,89.45,86.74,,
1171,Kota Banda Aceh,ACEH,kab_kota,2025,17.95,13.37,,18356.0,,,,,,,,76.1,59.67,83.08,85.64,,
1172,Kota Sabang,ACEH,kab_kota,2020,13.95,11.14,70.51,11273.0,,,,,,,,67.15,,54.16,77.79,,
1172,Kota Sabang,ACEH,kab_kota,2021,14.13,11.18,70.56,11378.0,,,,,,,,67.15,,54.16,77.79,,
1172,Kota Sabang,ACEH,kab_kota,2022,14.4,11.19,70.79,11780.0,,,,,,,,61.7,,53.34,68.54,,
1172,Kota Sabang,ACEH,kab_kota,2023,14.68,11.2,70.98,12137.0,,,,,,,,73.88,,69.22,77.69,,
1172,Kota Sabang,ACEH,kab_kota,2024,14.97,11.22,71.17,12625.0,,,,,,,,73.8,,70.99,76.11,,
1172,Kota Sabang,ACEH,kab_kota,2025,14.98,11.23,,13040.0,,,,,,,,64.68,36.7,82.6,75.02,,
1173,Kota Langsa,ACEH,kab_kota,2020,15.35,11.11,69.42,12057.0,,,,,,,,71.08,,72.72,69.74,,
1173,Kota Langsa,ACEH,kab_kota,2021,15.63,11.12,69.43,12067.0,,,,,,,,71.08,,72.72,69.74,,
1173,Kota Langsa,ACEH,kab_kota,2022,15.64,11.14,69.63,12353.0,,,,,,,,69.15,,72.71,66.23,,
1173,Kota Langsa,ACEH,kab_kota,2023,15.7,11.27,69.78,12678.0,,,,,,,,76.95,,82.29,72.58,,
1173,Kota Langsa,ACEH,kab_kota,2024,15.71,11.28,69.92,13133.0,,,,,,,,78.05,,82.47,74.42,,
1173,Kota Langsa,ACEH,kab_kota,2025,15.72,11.6,,13510.0,,,,,,,,69.11,49.68,84.35,73.51,,
1174,Kota Lhokseumawe,ACEH,kab_kota,2020,15.2,10.91,71.6,11367.0,,,,,,,,67.45,,60.82,72.87,,
1174,Kota Lhokseumawe,ACEH,kab_kota,2021,15.21,11.11,71.64,11390.0,,,,,,,,67.45,,60.82,72.87,,
1174,Kota Lhokseumawe,ACEH,kab_kota,2022,15.27,11.12,71.87,11701.0,,,,,,,,69.34,,63.6,74.03,,
1174,Kota Lhokseumawe,ACEH,kab_kota,2023,15.54,11.27,72.06,12125.0,,,,,,,,80.67,,81.85,79.71,,
1174,Kota Lhokseumawe,ACEH,kab_kota,2024,15.55,11.31,72.25,12694.0,,,,,,,,83.03,,82.07,83.82,,
1174,Kota Lhokseumawe,ACEH,kab_kota,2025,15.56,11.64,,13071.0,,,,,,,,68.46,51.5,80.98,73.08,,
1175,Kota Subulussalam,ACEH,kab_kota,2020,14.61,7.84,64.02,7317.0,,,,,,,,27.85,,46.04,12.98,,
1175,Kota Subulussalam,ACEH,kab_kota,2021,14.62,8.03,64.07,7385.0,,,,,,,,27.85,,46.04,12.98,,
1175,Kota Subulussalam,ACEH,kab_kota,2022,14.81,8.22,64.3,7689.0,,,,,,,,23.93,,44.15,7.4,,
1175,Kota Subulussalam,ACEH,kab_kota,2023,15.06,8.32,64.41,8065.0,,,,,,,,36.09,,69.66,8.62,,
1175,Kota Subulussalam,ACEH,kab_kota,2024,15.31,8.43,64.51,8491.0,,,,,,,,41.12,,70.72,16.9,,
1175,Kota Subulussalam,ACEH,kab_kota,2025,15.32,8.75,,8910.0,,,,,,,,54.61,28.6,82.19,53.46,,
1200,SUMATERA UTARA,SUMATERA UTARA,provinsi,2020,13.23,9.54,69.1,10420.0,13055807.0,52.51,7102.0,1647804.81,6340.6,746383.0,10373.47,73.69,78.55,76.53,66.0,36175.0,-1.07
1200,SUMATERA UTARA,SUMATERA UTARA,provinsi,2021,13.27,9.58,69.23,10499.0,14603488.0,52.0,7071.6,1689227.0,5885.7,805876.0,10710.15,72.25,82.41,74.5,65.55,36582.0,2.61
1200,SUMATERA UTARA,SUMATERA UTARA,provinsi,2022,13.31,9.71,69.61,10848.0,14772187.0,50.76,7070.7,2018014.0,5630.9,366549.0,11584.9,71.22,80.19,75.02,64.44,37781.0,4.73
1200,SUMATERA UTARA,SUMATERA UTARA,provinsi,2023,13.48,9.82,69.98,11049.0,14758545.0,51.4,7076.9,2385050.99,5536.92,754827.2,12289.98,75.97,80.27,80.17,69.91,39140.0,5.01
1200,SUMATERA UTARA,SUMATERA UTARA,provinsi,2024,13.49,9.93,70.28,11460.0,15835329.0,52.56,,,5630.01,761747.1599999999,13308.37,77.49,82.25,80.6,71.95,40577.0,5.03
1200,SUMATERA UTARA,SUMATERA UTARA,provinsi,2025,13.5,10.08,,11898.0,16709379.0,51.45,,,,,14582.05,71.47,57.24,84.33,73.02,41886.0,4.53
1201,Nias,SUMATERA UTARA,kab_kota,2020,12.57,5.36,69.75,6898.0,,,,,,,,65.29,88.19,67.54,46.43,,
1201,Nias,SUMATERA UTARA,kab_kota,2021,12.84,5.64,69.78,6995.0,,,,,,,,65.29,88.19,67.54,46.43,,
1201,Nias,SUMATERA UTARA,kab_kota,2022,13.04,5.88,70.06,7196.0,,,,,,,,69.99,87.77,73.1,54.32,,
1201,Nias,SUMATERA UTARA,kab_kota,2023,13.3,6.14,70.34,7301.0,,,,,,,,71.38,86.85,72.59,58.87,,
1201,Nias,SUMATERA UTARA,kab_kota,2024,13.31,6.4,70.52,7698.0,,,,,,,,72.41,88.86,71.31,60.9,,
1201,Nias,SUMATERA UTARA,kab_kota,2025,13.32,6.41,,8115.0,,,,,,,,63.79,54.7,83.55,53.42,,
1202,Mandailing Natal,SUMATERA UTARA,kab_kota,2020,13.32,8.62,62.6,9684.0,,,,,,,,67.31,82.59,75.91,49.4,,
1202,Mandailing Natal,SUMATERA UTARA,kab_kota,2021,13.61,8.63,62.65,9771.0,,,,,,,,67.31,82.59,75.91,49.4,,
1202,Mandailing Natal,SUMATERA UTARA,kab_kota,2022,13.85,8.76,63.05,10061.0,,,,,,,,66.36,78.19,76.71,49.73,,
1202,Mandailing Natal,SUMATERA UTARA,kab_kota,2023,13.86,8.84,63.47,10251.0,,,,,,,,69.54,80.98,77.05,55.32,,
1202,Mandailing Natal,SUMATERA UTARA,kab_kota,2024,13.87,9.11,63.65,10644.0,,,,,,,,70.54,80.45,75.11,59.68,,
1202,Mandailing Natal,SUMATERA UTARA,kab_kota,2025,14.1,9.17,,11100.0,,,,,,,,68.59,61.97,86.38,57.69,,
1203,Tapanuli Selatan,SUMATERA UTARA,kab_kota,2020,13.24,9.28,64.91,11236.0,,,,,,,,74.16,91.45,79.43,57.25,,
1203,Tapanuli Selatan,SUMATERA UTARA,kab_kota,2021,13.35,9.29,64.97,11304.0,,,,,,,,74.16,91.45,79.43,57.25,,
1203,Tapanuli Selatan,SUMATERA UTARA,kab_kota,2022,13.37,9.34,65.28,11727.0,,,,,,,,72.68,90.75,77.83,55.28,,
1203,Tapanuli Selatan,SUMATERA UTARA,kab_kota,2023,13.58,9.51,65.56,11829.0,,,,,,,,73.4,91.28,81.66,53.8,,
1203,Tapanuli Selatan,SUMATERA UTARA,kab_kota,2024,13.72,9.56,65.74,12213.0,,,,,,,,77.29,90.52,82.26,63.64,,
1203,Tapanuli Selatan,SUMATERA UTARA,kab_kota,2025,13.9,9.6,,12557.0,,,,,,,,68.89,59.34,86.25,61.34,,
1204,Tapanuli Tengah,SUMATERA UTARA,kab_kota,2020,13.06,8.62,67.15,10071.0,,,,,,,,70.19,71.97,75.14,65.15,,
1204,Tapanuli Tengah,SUMATERA UTARA,kab_kota,2021,13.07,8.84,67.24,10138.0,,,,,,,,70.19,71.97,75.14,65.15,,
1204,Tapanuli Tengah,SUMATERA UTARA,kab_kota,2022,13.24,8.86,67.58,10495.0,,,,,,,,70.89,76.14,75.44,63.54,,
1204,Tapanuli Tengah,SUMATERA UTARA,kab_kota,2023,13.49,8.87,67.9,10690.0,,,,,,,,72.18,73.11,75.77,68.79,,
1204,Tapanuli Tengah,SUMATERA UTARA,kab_kota,2024,13.5,8.92,68.18,11128.0,,,,,,,,73.81,74.26,77.23,70.9,,
1204,Tapanuli Tengah,SUMATERA UTARA,kab_kota,2025,13.51,8.93,,11687.0,,,,,,,,66.42,57.27,84.75,57.52,,
1205,Tapanuli Utara,SUMATERA UTARA,kab_kota,2020,13.69,9.85,68.63,11648.0,,,,,,,,77.7,95.94,76.97,64.57,,
1205,Tapanuli Utara,SUMATERA UTARA,kab_kota,2021,13.7,9.99,68.76,11710.0,,,,,,,,77.7,95.94,76.97,64.57,,
1205,Tapanuli Utara,SUMATERA UTARA,kab_kota,2022,13.72,10.0,69.16,11892.0,,,,,,,,76.3,95.48,75.04,62.87,,
1205,Tapanuli Utara,SUMATERA UTARA,kab_kota,2023,13.73,10.09,69.57,12115.0,,,,,,,,77.29,95.45,75.25,65.19,,
1205,Tapanuli Utara,SUMATERA UTARA,kab_kota,2024,13.74,10.31,69.77,12382.0,,,,,,,,78.14,96.05,75.15,66.96,,
1205,Tapanuli Utara,SUMATERA UTARA,kab_kota,2025,13.75,10.5,,12643.0,,,,,,,,74.5,78.46,87.24,57.98,,
1206,Toba Samosir / Toba,SUMATERA UTARA,kab_kota,2020,13.45,10.52,70.08,12154.0,,,,,,,,81.27,96.32,78.97,71.7,,
1206,Toba Samosir / Toba,SUMATERA UTARA,kab_kota,2021,13.46,10.57,70.29,12224.0,,,,,,,,81.27,96.32,78.97,71.7,,
1206,Toba Samosir / Toba,SUMATERA UTARA,kab_kota,2022,13.58,10.58,70.76,12475.0,,,,,,,,82.79,96.66,78.67,75.47,,
1206,Toba Samosir / Toba,SUMATERA UTARA,kab_kota,2023,13.59,10.59,71.24,12676.0,,,,,,,,83.09,95.83,78.12,77.26,,
1206,Toba Samosir / Toba,SUMATERA UTARA,kab_kota,2024,13.6,10.77,71.42,12960.0,,,,,,,,84.33,96.48,79.48,78.86,,
1206,Toba Samosir / Toba,SUMATERA UTARA,kab_kota,2025,13.82,10.78,,13333.0,,,,,,,,77.33,71.08,90.36,70.73,,
1207,Labuhan Batu,SUMATERA UTARA,kab_kota,2020,12.73,9.24,69.93,11150.0,,,,,,,,74.48,74.31,84.6,67.0,,
1207,Labuhan Batu,SUMATERA UTARA,kab_kota,2021,12.74,9.25,69.95,11212.0,,,,,,,,74.48,74.31,84.6,67.0,,
1207,Labuhan Batu,SUMATERA UTARA,kab_kota,2022,12.95,9.4,70.37,11474.0,,,,,,,,75.83,71.71,85.06,71.99,,
1207,Labuhan Batu,SUMATERA UTARA,kab_kota,2023,13.25,9.49,70.77,11670.0,,,,,,,,77.96,78.57,84.24,72.79,,
1207,Labuhan Batu,SUMATERA UTARA,kab_kota,2024,13.26,9.5,70.99,12102.0,,,,,,,,76.96,73.16,85.08,73.73,,
1207,Labuhan Batu,SUMATERA UTARA,kab_kota,2025,13.3,9.53,,12537.0,,,,,,,,71.23,63.0,86.08,64.84,,
1208,Asahan,SUMATERA UTARA,kab_kota,2020,12.6,8.79,68.26,10890.0,,,,,,,,74.1,62.78,84.96,74.46,,
1208,Asahan,SUMATERA UTARA,kab_kota,2021,12.61,8.8,68.37,11030.0,,,,,,,,74.1,62.78,84.96,74.46,,
1208,Asahan,SUMATERA UTARA,kab_kota,2022,12.63,8.82,68.73,11515.0,,,,,,,,71.65,58.19,84.41,72.18,,
1208,Asahan,SUMATERA UTARA,kab_kota,2023,12.64,8.83,69.09,11795.0,,,,,,,,73.99,59.79,84.2,76.98,,
1208,Asahan,SUMATERA UTARA,kab_kota,2024,12.65,8.85,69.27,12301.0,,,,,,,,76.65,63.09,85.22,80.38,,
