kode_wilayah,wilayah,provinsi,level,tahun,hls,rls,ahh,pengeluaran,hortikultura,padi,ttplahan,hahutan,kebun,ikan,proktam,komposit,ketersediaan,keterjangkauan,pemanfaatan,spk,spe
8206,Halmahera Timur,MALUKU UTARA,kab_kota,2022,12.86,8.52,69.5,8230.0,,,,,,,,72.38,72.16,80.0,66.84,,
8206,Halmahera Timur,MALUKU UTARA,kab_kota,2023,12.87,8.66,69.9,8650.0,,,,,,,,76.12,84.0,80.98,66.55,,
8206,Halmahera Timur,MALUKU UTARA,kab_kota,2024,12.89,8.88,70.04,8999.0,,,,,,,,79.63,85.06,82.96,73.07,,
8206,Halmahera Timur,MALUKU UTARA,kab_kota,2025,13.01,9.07,,9227.0,,,,,,,,67.31,63.88,76.14,62.04,,
8207,Pulau Morotai,MALUKU UTARA,kab_kota,2020,12.77,7.39,67.18,6290.0,,,,,,,,65.68,43.81,90.18,63.69,,
8207,Pulau Morotai,MALUKU UTARA,kab_kota,2021,12.93,7.4,67.35,6378.0,,,,,,,,65.68,43.81,90.18,63.69,,
8207,Pulau Morotai,MALUKU UTARA,kab_kota,2022,12.97,7.42,67.74,6767.0,,,,,,,,59.62,21.37,92.04,63.99,,
8207,Pulau Morotai,MALUKU UTARA,kab_kota,2023,12.99,7.55,68.1,7141.0,,,,,,,,53.7,0.0,90.16,66.63,,
8207,Pulau Morotai,MALUKU UTARA,kab_kota,2024,13.02,7.73,68.39,7523.0,,,,,,,,60.71,14.87,89.73,73.32,,
8207,Pulau Morotai,MALUKU UTARA,kab_kota,2025,13.19,7.91,,7775.0,,,,,,,,63.34,46.26,80.13,63.87,,
8208,Pulau Taliabu,MALUKU UTARA,kab_kota,2020,12.59,7.66,62.1,6390.0,,,,,,,,46.37,0.0,83.76,53.11,,
8208,Pulau Taliabu,MALUKU UTARA,kab_kota,2021,12.65,7.67,62.22,6467.0,,,,,,,,46.37,0.0,83.76,53.11,,
8208,Pulau Taliabu,MALUKU UTARA,kab_kota,2022,12.86,7.94,62.53,6623.0,,,,,,,,44.39,0.0,82.95,48.76,,
8208,Pulau Taliabu,MALUKU UTARA,kab_kota,2023,12.87,7.97,62.79,6939.0,,,,,,,,47.87,0.0,79.58,59.98,,
8208,Pulau Taliabu,MALUKU UTARA,kab_kota,2024,12.88,7.99,63.05,7226.0,,,,,,,,48.28,0.0,82.8,58.59,,
8208,Pulau Taliabu,MALUKU UTARA,kab_kota,2025,12.89,8.15,,7503.0,,,,,,,,49.69,23.86,73.38,52.17,,
8271,Kota Ternate,MALUKU UTARA,kab_kota,2020,15.74,11.71,70.97,13091.0,,,,,,,,86.74,,97.12,78.25,,
8271,Kota Ternate,MALUKU UTARA,kab_kota,2021,15.75,11.81,71.06,13290.0,,,,,,,,86.74,,97.12,78.25,,
8271,Kota Ternate,MALUKU UTARA,kab_kota,2022,15.76,12.06,71.38,13586.0,,,,,,,,81.32,,94.69,70.38,,
8271,Kota Ternate,MALUKU UTARA,kab_kota,2023,15.78,12.07,71.7,14042.0,,,,,,,,89.51,,97.3,83.14,,
8271,Kota Ternate,MALUKU UTARA,kab_kota,2024,15.92,12.08,71.98,14731.0,,,,,,,,88.24,,96.74,81.28,,
8271,Kota Ternate,MALUKU UTARA,kab_kota,2025,15.93,12.09,,14945.0,,,,,,,,64.26,34.16,80.12,78.72,,
8272,Kota Tidore Kepulauan,MALUKU UTARA,kab_kota,2020,14.31,9.73,69.34,8188.0,,,,,,,,58.48,,84.68,37.04,,
8272,Kota Tidore Kepulauan,MALUKU UTARA,kab_kota,2021,14.32,9.95,69.43,8316.0,,,,,,,,58.48,,84.68,37.04,,
8272,Kota Tidore Kepulauan,MALUKU UTARA,kab_kota,2022,14.36,9.96,69.75,8586.0,,,,,,,,55.94,,82.16,34.49,,
8272,Kota Tidore Kepulauan,MALUKU UTARA,kab_kota,2023,14.48,9.97,70.1,9034.0,,,,,,,,65.83,,90.76,45.43,,
8272,Kota Tidore Kepulauan,MALUKU UTARA,kab_kota,2024,14.49,10.12,70.22,9269.0,,,,,,,,64.68,,90.83,43.28,,
8272,Kota Tidore Kepulauan,MALUKU UTARA,kab_kota,2025,14.5,10.18,,9539.0,,,,,,,,56.22,22.53,79.86,66.64,,
9100,PAPUA BARAT,PAPUA BARAT,provinsi,2020,12.91,7.6,66.02,8086.0,148756.0,32.2,9624.9,690043.9,124.5,131901.0,14462.97,46.15,21.46,60.28,56.71,54488.0,-0.76
9100,PAPUA BARAT,PAPUA BARAT,provinsi,2021,13.13,7.69,66.14,7929.0,239784.0,41.98,9801.4,842031.0,114.6,113399.0,15048.19,46.05,14.83,59.25,56.29,53324.0,-0.51
9100,PAPUA BARAT,PAPUA BARAT,provinsi,2022,13.21,7.84,66.46,8101.0,469609.0,43.89,9803.8,602043.48,112.4,134374.0,16660.17,45.92,11.81,62.11,56.17,53517.0,2.03
9100,PAPUA BARAT,PAPUA BARAT,provinsi,2023,13.34,7.93,66.79,8404.0,154357.0,45.08,5942.0,328411.94,91.9,80843.95,18128.4,47.95,13.46,63.98,58.29,71924.0,5.18
9100,PAPUA BARAT,PAPUA BARAT,provinsi,2024,13.17,7.86,67.05,8805.0,98526.0,40.48,,,42.65,67327.5,19336.57,51.36,19.01,67.01,60.6,85513.0,20.8
9100,PAPUA BARAT,PAPUA BARAT,provinsi,2025,13.21,8.07,,9115.0,21532.0,50.19,,,,,20948.01,58.61,46.99,70.75,58.27,89652.0,6.46
9101,Fakfak,PAPUA BARAT,kab_kota,2020,14.37,8.84,68.47,7599.0,,,,,,,,45.06,0.0,64.66,64.15,,
9101,Fakfak,PAPUA BARAT,kab_kota,2021,14.63,8.97,68.5,7446.0,,,,,,,,45.06,0.0,64.66,64.15,,
9101,Fakfak,PAPUA BARAT,kab_kota,2022,14.64,9.08,68.75,7678.0,,,,,,,,46.63,0.0,68.67,65.07,,
9101,Fakfak,PAPUA BARAT,kab_kota,2023,14.78,9.17,69.02,7851.0,,,,,,,,47.32,0.0,70.92,65.1,,
9101,Fakfak,PAPUA BARAT,kab_kota,2024,14.79,9.32,69.16,8159.0,,,,,,,,48.2,0.0,73.69,65.23,,
9101,Fakfak,PAPUA BARAT,kab_kota,2025,14.8,9.35,,8401.0,,,,,,,,52.87,25.14,76.73,57.1,,
9102,Kaimana,PAPUA BARAT,kab_kota,2020,12.13,8.41,64.81,8325.0,,,,,,,,45.73,0.0,71.83,60.46,,
9102,Kaimana,PAPUA BARAT,kab_kota,2021,12.41,8.58,64.93,8151.0,,,,,,,,45.73,0.0,71.83,60.46,,
9102,Kaimana,PAPUA BARAT,kab_kota,2022,12.49,8.74,65.27,8453.0,,,,,,,,45.43,0.0,73.25,58.65,,
9102,Kaimana,PAPUA BARAT,kab_kota,2023,12.5,8.8,65.62,8749.0,,,,,,,,47.12,0.0,75.03,61.54,,
9102,Kaimana,PAPUA BARAT,kab_kota,2024,12.51,8.97,65.86,9242.0,,,,,,,,48.19,0.0,76.72,62.93,,
9102,Kaimana,PAPUA BARAT,kab_kota,2025,12.52,9.02,,9481.0,,,,,,,,66.38,60.37,75.03,63.87,,
9103,Teluk Wondama,PAPUA BARAT,kab_kota,2020,11.48,6.98,60.1,8219.0,,,,,,,,33.06,0.0,50.65,44.67,,
9103,Teluk Wondama,PAPUA BARAT,kab_kota,2021,11.63,7.08,60.24,8034.0,,,,,,,,33.06,0.0,50.65,44.67,,
9103,Teluk Wondama,PAPUA BARAT,kab_kota,2022,11.69,7.2,60.57,8177.0,,,,,,,,31.95,0.0,52.56,40.46,,
9103,Teluk Wondama,PAPUA BARAT,kab_kota,2023,11.9,7.27,60.86,8490.0,,,,,,,,32.93,0.0,51.61,43.63,,
9103,Teluk Wondama,PAPUA BARAT,kab_kota,2024,11.91,7.38,61.08,8887.0,,,,,,,,36.76,0.0,58.05,48.37,,
9103,Teluk Wondama,PAPUA BARAT,kab_kota,2025,11.97,7.56,,9192.0,,,,,,,,51.06,48.76,53.8,50.65,,
9104,Teluk Bintuni,PAPUA BARAT,kab_kota,2020,12.31,8.08,60.83,9974.0,,,,,,,,38.58,0.0,57.66,53.19,,
9104,Teluk Bintuni,PAPUA BARAT,kab_kota,2021,12.42,8.22,60.99,9708.0,,,,,,,,38.58,0.0,57.66,53.19,,
9104,Teluk Bintuni,PAPUA BARAT,kab_kota,2022,12.43,8.35,61.37,9979.0,,,,,,,,39.37,0.0,55.52,56.79,,
9104,Teluk Bintuni,PAPUA BARAT,kab_kota,2023,12.44,8.51,61.76,10324.0,,,,,,,,40.88,0.0,58.93,58.0,,
9104,Teluk Bintuni,PAPUA BARAT,kab_kota,2024,12.62,8.67,62.04,10592.0,,,,,,,,43.12,0.0,62.62,60.84,,
9104,Teluk Bintuni,PAPUA BARAT,kab_kota,2025,12.63,8.77,,10799.0,,,,,,,,53.61,29.58,71.8,59.72,,
9105,Manokwari,PAPUA BARAT,kab_kota,2020,13.65,8.25,68.68,12207.0,,,,,,,,72.11,60.67,75.64,78.05,,
9105,Manokwari,PAPUA BARAT,kab_kota,2021,13.66,8.34,68.82,11977.0,,,,,,,,72.11,60.67,75.64,78.05,,
9105,Manokwari,PAPUA BARAT,kab_kota,2022,13.77,8.45,69.18,12179.0,,,,,,,,67.41,57.49,75.16,69.04,,
9105,Manokwari,PAPUA BARAT,kab_kota,2023,13.78,8.54,69.55,12566.0,,,,,,,,66.85,57.12,74.93,68.1,,
9105,Manokwari,PAPUA BARAT,kab_kota,2024,13.79,8.67,69.8,13008.0,,,,,,,,71.81,67.17,78.35,70.38,,
9105,Manokwari,PAPUA BARAT,kab_kota,2025,13.87,8.89,,13364.0,,,,,,,,67.43,66.35,73.4,62.63,,
9106,Sorong Selatan,PAPUA BARAT,kab_kota,2020,13.16,7.36,66.25,6286.0,,,,,,,,,,,,,
9106,Sorong Selatan,PAPUA BARAT,kab_kota,2021,13.17,7.49,66.39,6188.0,,,,,,,,,,,,,
9106,Sorong Selatan,PAPUA BARAT,kab_kota,2022,13.27,7.58,66.72,6342.0,,,,,,,,,,,,,
9106,Sorong Selatan,PAPUA BARAT,kab_kota,2023,13.28,7.62,67.01,6727.0,,,,,,,,,,,,,
9106,Sorong Selatan,PAPUA BARAT,kab_kota,2024,,,,,,,,,,,,,,,,,
9106,Sorong Selatan,PAPUA BARAT,kab_kota,2025,,,,,,,,,,,,,,,,,
9107,Sorong,PAPUA BARAT,kab_kota,2020,13.71,8.17,66.1,7495.0,,,,,,,,,,,,,
9107,Sorong,PAPUA BARAT,kab_kota,2021,13.72,8.33,66.22,7350.0,,,,,,,,,,,,,
9107,Sorong,PAPUA BARAT,kab_kota,2022,13.91,8.52,66.55,7607.0,,,,,,,,,,,,,
9107,Sorong,PAPUA BARAT,kab_kota,2023,13.92,8.61,66.89,7984.0,,,,,,,,,,,,,
9107,Sorong,PAPUA BARAT,kab_kota,2024,,,,,,,,,,,,,,,,,
9107,Sorong,PAPUA BARAT,kab_kota,2025,,,,,,,,,,,,,,,,,
9108,Raja Ampat,PAPUA BARAT,kab_kota,2020,12.03,7.91,64.74,8014.0,,,,,,,,,,,,,
9108,Raja Ampat,PAPUA BARAT,kab_kota,2021,12.06,8.02,64.83,7882.0,,,,,,,,,,,,,
9108,Raja Ampat,PAPUA BARAT,kab_kota,2022,12.1,8.16,65.12,8187.0,,,,,,,,,,,,,
9108,Raja Ampat,PAPUA BARAT,kab_kota,2023,12.11,8.24,65.41,8483.0,,,,,,,,,,,,,
9108,Raja Ampat,PAPUA BARAT,kab_kota,2024,,,,,,,,,,,,,,,,,
9108,Raja Ampat,PAPUA BARAT,kab_kota,2025,,,,,,,,,,,,,,,,,
9109,Tambrauw,PAPUA BARAT,kab_kota,2020,11.91,5.24,60.13,4998.0,,,,,,,,,,,,,
9109,Tambrauw,PAPUA BARAT,kab_kota,2021,12.18,5.39,60.2,4903.0,,,,,,,,,,,,,
9109,Tambrauw,PAPUA BARAT,kab_kota,2022,12.19,5.64,60.68,5084.0,,,,,,,,,,,,,
9109,Tambrauw,PAPUA BARAT,kab_kota,2023,12.36,5.71,61.14,5302.0,,,,,,,,,,,,,
9109,Tambrauw,PAPUA BARAT,kab_kota,2024,,,,,,,,,,,,,,,,,
9109,Tambrauw,PAPUA BARAT,kab_kota,2025,,,,,,,,,,,,,,,,,
9110,Maybrat,PAPUA BARAT,kab_kota,2020,13.21,6.85,65.19,5336.0,,,,,,,,,,,,,
9110,Maybrat,PAPUA BARAT,kab_kota,2021,13.47,6.96,65.25,5245.0,,,,,,,,,,,,,
9110,Maybrat,PAPUA BARAT,kab_kota,2022,13.48,7.19,65.53,5425.0,,,,,,,,,,,,,
9110,Maybrat,PAPUA BARAT,kab_kota,2023,13.49,7.32,65.82,5669.0,,,,,,,,,,,,,
9110,Maybrat,PAPUA BARAT,kab_kota,2024,,,,,,,,,,,,,,,,,
9110,Maybrat,PAPUA BARAT,kab_kota,2025,,,,,,,,,,,,,,,,,
9111,Manokwari Selatan,PAPUA BARAT,kab_kota,2020,12.35,6.63,67.58,5505.0,,,,,,,,65.31,77.09,57.49,62.34,,
9111,Manokwari Selatan,PAPUA BARAT,kab_kota,2021,12.35,6.63,67.6,5505.0,,,,,,,,65.31,77.09,57.49,62.34,,
9111,Manokwari Selatan,PAPUA BARAT,kab_kota,2022,12.37,6.9,67.84,5691.0,,,,,,,,69.46,81.92,59.42,67.64,,
9111,Manokwari Selatan,PAPUA BARAT,kab_kota,2023,12.56,6.96,68.09,5948.0,,,,,,,,67.12,73.16,59.07,68.62,,
9111,Manokwari Selatan,PAPUA BARAT,kab_kota,2024,12.78,7.17,68.26,6139.0,,,,,,,,74.91,81.4,65.2,77.33,,
9111,Manokwari Selatan,PAPUA BARAT,kab_kota,2025,12.84,7.33,,6373.0,,,,,,,,59.85,51.83,66.4,61.42,,
9112,Pegunungan Arfak,PAPUA BARAT,kab_kota,2020,11.72,5.12,67.24,5099.0,,,,,,,,29.73,0.0,37.62,46.11,,
9112,Pegunungan Arfak,PAPUA BARAT,kab_kota,2021,11.72,5.12,67.26,5009.0,,,,,,,,29.73,0.0,37.62,46.11,,
9112,Pegunungan Arfak,PAPUA BARAT,kab_kota,2022,11.78,5.34,67.5,5204.0,,,,,,,,34.9,0.0,47.3,51.77,,
9112,Pegunungan Arfak,PAPUA BARAT,kab_kota,2023,11.79,5.51,67.71,5438.0,,,,,,,,32.87,0.0,48.39,45.89,,
9112,Pegunungan Arfak,PAPUA BARAT,kab_kota,2024,11.8,5.72,67.84,5722.0,,,,,,,,35.53,0.0,48.43,52.5,,
9112,Pegunungan Arfak,PAPUA BARAT,kab_kota,2025,11.81,5.84,,6043.0,,,,,,,,33.09,9.0,58.2,32.44,,
9171,Kota Sorong,PAPUA BARAT,kab_kota,2020,14.38,11.14,70.7,13954.0,,,,,,,,,,,,,
9171,Kota Sorong,PAPUA BARAT,kab_kota,2021,14.39,11.19,70.93,13744.0,,,,,,,,,,,,,
9171,Kota Sorong,PAPUA BARAT,kab_kota,2022,14.4,11.32,71.4,13874.0,,,,,,,,,,,,,
9171,Kota Sorong,PAPUA BARAT,kab_kota,2023,14.42,11.5,71.92,14133.0,,,,,,,,,,,,,
9171,Kota Sorong,PAPUA BARAT,kab_kota,2024,,,,,,,,,,,,,,,,,
9171,Kota Sorong,PAPUA BARAT,kab_kota,2025,,,,,,,,,,,,,,,,,
9200,PAPUA BARAT DAYA,PAPUA BARAT DAYA,provinsi,2020,,,,,0.0,0.0,,,,84405.7,,,,,,,-
9200,PAPUA BARAT DAYA,PAPUA BARAT DAYA,provinsi,2021,,,,,0.0,0.0,,,,84405.7,,,,,,,-
9200,PAPUA BARAT DAYA,PAPUA BARAT DAYA,provinsi,2022,,,,,0.0,0.0,,,0.0,84405.7,,,,,,,-
9200,PAPUA BARAT DAYA,PAPUA BARAT DAYA,provinsi,2023,,,,,108865.0,41.34,3861.7,1983.0,15.11,93960.7,,,,,,,1.82
9200,PAPUA BARAT DAYA,PAPUA BARAT DAYA,provinsi,2024,13.88,8.39,67.85,8733.0,118286.0,27.17,,,58.55,93710.32,3708.45,,,,,,3.6
9200,PAPUA BARAT DAYA,PAPUA BARAT DAYA,provinsi,2025,13.89,8.69,,9076.0,114300.0,26.75,,,,,3946.17,57.15,36.67,74.74,60.32,,4.03
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2020,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2021,,,,,,,,,,,,43.24,0.0,67.94,57.14,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2022,,,,,,,,,,,,44.6,2.29,71.32,56.3,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2023,,,,,,,,,,,,44.12,0.0,71.91,56.36,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2024,12.12,8.4,65.56,8761.0,,,,,,,,54.42,27.74,74.89,59.09,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2025,12.2,8.55,,9109.0,,,,,,,,57.75,47.23,76.21,50.1,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2025,12.2,8.55,,9109.0,,,,,,,,57.75,47.23,76.21,50.1,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2025,12.2,8.55,,9109.0,,,,,,,,57.75,47.23,76.21,50.1,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2025,12.2,8.55,,9109.0,,,,,,,,57.75,47.23,76.21,50.1,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2025,12.2,8.55,,9109.0,,,,,,,,57.75,47.23,76.21,50.1,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2025,12.2,8.55,,9109.0,,,,,,,,57.75,47.23,76.21,50.1,,
9201,Raja Ampat,PAPUA BARAT DAYA,kab_kota,2025,12.2,8.55,,9109.0,,,,,,,,57.75,47.23,76.21,50.1,,
