kode_wilayah,wilayah,provinsi,level,tahun,hls,rls,ahh,pengeluaran,ttplahan,ikan,hortikultura,proktam,kebun,hahutan,padi,pemanfaatan,ketersediaan,keterjangkauan,spk,spe
1100,ACEH,ACEH,provinsi,2024,,,,,5655.416,,,,,1,,,,,,
1100,ACEH,ACEH,provinsi,2025,,,70.5796,,5656.4453,445225.9283,,,1333.09,1,,,,,,
1100,ACEH,ACEH,provinsi,2026,14.41,9.9267,70.7214,11519.3567,5657.4694,457981.667,2679196.39,15392.3755,1348.6856,1,56.6875,67.9482,59.2818,84.6929,22835,3.28
1100,ACEH,ACEH,provinsi,2027,14.42,10.0338,70.8631,11847.7134,5658.4884,470673.6271,2692992.891,15333.2009,1363.1545,1,57.0629,67.8293,51.8011,89.1258,23363,3.85
1100,ACEH,ACEH,provinsi,2028,14.43,10.1408,71.0049,12176.0702,5659.5023,483302.1273,2706720.41,15274.0264,1376.5781,1,57.3631,67.7342,44.3578,93.5366,24014,2.61
1100,ACEH,ACEH,provinsi,2029,14.44,10.2479,71.1466,12504.4269,5660.5111,495867.485,2720379.291,15214.8518,1389.032,1,57.6033,67.658,36.9517,97.9253,24842,1.55
1100,ACEH,ACEH,provinsi,2030,14.45,10.3549,71.2884,12832.7836,5661.5149,508370.0159,2733969.878,15155.6773,1400.5862,1,57.7955,67.5971,29.5826,100,25018,-0.73
1100,ACEH,ACEH,provinsi,2031,14.46,10.462,71.4301,13161.1403,5662.5137,520810.0342,2747492.512,15096.5028,1411.3057,1,57.9492,67.5484,22.2504,100,25356,3.29
1100,ACEH,ACEH,provinsi,2032,14.47,10.569,71.5719,13489.4971,5663.5075,533187.8523,2760947.532,15037.3282,1421.2508,1,58.0722,67.5095,14.9549,100,26062,4.18
1100,ACEH,ACEH,provinsi,2033,14.48,10.6761,71.7136,13817.8538,5664.4963,545503.7814,2774335.278,14978.1537,1430.4775,1,58.1706,67.4783,7.6958,100,26800,4.61
1100,ACEH,ACEH,provinsi,2034,14.49,10.7831,71.8554,14146.2105,5665.4802,557758.1309,2787656.085,14918.9791,1439.0376,1,58.2493,67.4533,0.473,100,27684,4.14
1100,ACEH,ACEH,provinsi,2035,14.5,10.8901,71.9971,14474.5672,5666.4591,569951.2086,2800910.287,14859.8046,1446.9793,1,58.3122,67.4334,0,100,28145,-0.37
1100,ACEH,ACEH,provinsi,2036,14.51,10.9972,72.1388,14802.9239,5667.4331,582083.3209,2814098.219,14800.63,1454.3472,1,58.3626,67.4174,0,100,,2.81
1100,ACEH,ACEH,provinsi,2037,14.52,11.1042,72.2806,15131.2807,5668.4023,594154.7726,2827220.211,14741.4555,1461.1829,1,58.4029,67.4046,0,100,,4.21
1100,ACEH,ACEH,provinsi,2038,14.53,11.2113,72.4223,15459.6374,5669.3667,606165.8671,2840276.593,14682.2809,1467.5248,1,58.4351,67.3944,0,100,,4.23
1100,ACEH,ACEH,provinsi,2039,14.54,11.3183,72.5641,15787.9941,5670.3262,618116.9061,2853267.693,14623.1064,1473.4085,1,58.4609,67.3862,0,100,,4.66
1100,ACEH,ACEH,provinsi,2040,14.55,11.4254,72.7058,16116.3508,5671.2809,630008.1899,2866193.838,14563.9319,1478.8672,1,58.4816,67.3797,0,100,,2.97
1100,ACEH,ACEH,provinsi,2041,14.56,11.5324,72.8476,16444.7075,5672.2308,641840.0173,2879055.352,14504.7573,1483.9315,1,58.4981,67.3745,0,100,,
1100,ACEH,ACEH,provinsi,2042,14.57,11.6395,72.9893,16773.0643,5673.176,653612.6856,2891852.559,14445.5828,1488.63,1,58.5113,67.3703,0,100,,
1100,ACEH,ACEH,provinsi,2043,14.58,11.7465,73.1311,17101.421,5674.1165,665326.4905,2904585.779,14386.4082,1492.989,1,58.5218,67.3669,0,100,,
1100,ACEH,ACEH,provinsi,2044,14.59,11.8535,73.2728,17429.7777,5675.0522,676981.7264,2917255.333,14327.2337,1497.0331,1,58.5303,67.3643,0,100,,
1100,ACEH,ACEH,provinsi,2045,14.6,11.9606,73.4146,17758.1344,5675.9833,688578.6861,2929861.54,14268.0591,1500.7851,1,58.5371,67.3621,0,100,,
1101,Simeulue,ACEH,kab_kota,2024,,,,,,,,,,,,,,,,
1101,Simeulue,ACEH,kab_kota,2025,,,65.866,,,,,,,,,,,,,
1101,Simeulue,ACEH,kab_kota,2026,14.7327,10.2089,65.9925,8743.4686,,,,,,,,67.6642,67.4321,72.2388,,
1101,Simeulue,ACEH,kab_kota,2027,14.8753,10.3367,66.119,8931.9372,,,,,,,,66.8072,65.1294,72.7007,,
1101,Simeulue,ACEH,kab_kota,2028,15.018,10.4645,66.2455,9120.4059,,,,,,,,65.9545,62.8382,73.0702,,
1101,Simeulue,ACEH,kab_kota,2029,15.1607,10.5923,66.372,9308.8745,,,,,,,,65.1061,60.5585,73.3658,,
1101,Simeulue,ACEH,kab_kota,2030,15.3033,10.7201,66.4985,9497.3431,,,,,,,,64.2619,58.2901,73.6022,,
1101,Simeulue,ACEH,kab_kota,2031,15.446,10.8479,66.625,9685.8117,,,,,,,,63.4219,56.0331,73.7914,,
1101,Simeulue,ACEH,kab_kota,2032,15.5887,10.9757,66.7515,9874.2803,,,,,,,,62.5861,53.7874,73.9428,,
1101,Simeulue,ACEH,kab_kota,2033,15.7313,11.1035,66.878,10062.7489,,,,,,,,61.7545,51.5529,74.0639,,
1101,Simeulue,ACEH,kab_kota,2034,15.874,11.2313,67.0045,10251.2176,,,,,,,,60.927,49.3296,74.1607,,
1101,Simeulue,ACEH,kab_kota,2035,16.0167,11.3591,67.131,10439.6862,,,,,,,,60.1037,47.1174,74.2382,,
1101,Simeulue,ACEH,kab_kota,2036,16.1593,11.4868,67.2575,10628.1548,,,,,,,,59.2845,44.9163,74.3002,,
1101,Simeulue,ACEH,kab_kota,2037,16.302,11.6146,67.384,10816.6234,,,,,,,,58.4694,42.7261,74.3498,,
1101,Simeulue,ACEH,kab_kota,2038,16.4446,11.7424,67.5105,11005.092,,,,,,,,57.6584,40.547,74.3895,,
1101,Simeulue,ACEH,kab_kota,2039,16.5873,11.8702,67.637,11193.5606,,,,,,,,56.8514,38.3787,74.4212,,
1101,Simeulue,ACEH,kab_kota,2040,16.73,11.998,67.7635,11382.0293,,,,,,,,56.0485,36.2212,74.4466,,
1101,Simeulue,ACEH,kab_kota,2041,16.8726,12.1258,67.89,11570.4979,,,,,,,,55.2496,34.0746,74.4669,,
1101,Simeulue,ACEH,kab_kota,2042,17.0153,12.2536,68.0165,11758.9665,,,,,,,,54.4547,31.9387,74.4832,,
1101,Simeulue,ACEH,kab_kota,2043,17.158,12.3814,68.143,11947.4351,,,,,,,,53.6637,29.8134,74.4962,,
1101,Simeulue,ACEH,kab_kota,2044,17.3006,12.5092,68.2695,12135.9037,,,,,,,,52.8767,27.6988,74.5066,,
1101,Simeulue,ACEH,kab_kota,2045,17.4433,12.637,68.396,12324.3724,,,,,,,,52.0937,25.5948,74.5149,,
1102,Aceh Singkil,ACEH,kab_kota,2024,,,,,,,,,,,,,,,,
1102,Aceh Singkil,ACEH,kab_kota,2025,,,67.9743,,,,,,,,,,,,,
1102,Aceh Singkil,ACEH,kab_kota,2026,14.3798,9.2072,68.0586,10436.7347,,,,,,,,62.0135,40.9009,70.2268,,
1102,Aceh Singkil,ACEH,kab_kota,2027,14.3896,9.3669,68.1429,10646.4694,,,,,,,,61.2232,44.6374,70.7639,,
1102,Aceh Singkil,ACEH,kab_kota,2028,14.3995,9.5267,68.2271,10856.2041,,,,,,,,60.4368,47.8098,71.2983,,
1102,Aceh Singkil,ACEH,kab_kota,2029,14.4093,9.6865,68.3114,11065.9388,,,,,,,,59.6544,50.5034,71.83,,
1102,Aceh Singkil,ACEH,kab_kota,2030,14.4191,9.8463,68.3957,11275.6735,,,,,,,,58.8759,52.7903,72.3591,,
1102,Aceh Singkil,ACEH,kab_kota,2031,14.4289,10.006,68.48,11485.4082,,,,,,,,58.1012,54.732,72.8856,,
1102,Aceh Singkil,ACEH,kab_kota,2032,14.4387,10.1658,68.5643,11695.1429,,,,,,,,57.3305,56.3806,73.4094,,
1102,Aceh Singkil,ACEH,kab_kota,2033,14.4485,10.3256,68.6486,11904.8776,,,,,,,,56.5636,57.7803,73.9306,,
1102,Aceh Singkil,ACEH,kab_kota,2034,14.4584,10.4854,68.7329,12114.6123,,,,,,,,55.8005,58.9687,74.4492,,
1102,Aceh Singkil,ACEH,kab_kota,2035,14.4682,10.6451,68.8171,12324.347,,,,,,,,55.0412,59.9777,74.9652,,
1102,Aceh Singkil,ACEH,kab_kota,2036,14.478,10.8049,68.9014,12534.0817,,,,,,,,54.2858,60.8344,75.4786,,
1102,Aceh Singkil,ACEH,kab_kota,2037,14.4878,10.9647,68.9857,12743.8164,,,,,,,,53.5341,61.5618,75.9894,,
1102,Aceh Singkil,ACEH,kab_kota,2038,14.4976,11.1244,69.07,12953.5511,,,,,,,,52.7862,62.1793,76.4977,,
1102,Aceh Singkil,ACEH,kab_kota,2039,14.5075,11.2842,69.1543,13163.2858,,,,,,,,52.042,62.7037,77.0035,,
1102,Aceh Singkil,ACEH,kab_kota,2040,14.5173,11.444,69.2386,13373.0205,,,,,,,,51.3015,63.1488,77.5067,,
1102,Aceh Singkil,ACEH,kab_kota,2041,14.5271,11.6038,69.3229,13582.7552,,,,,,,,50.5647,63.5268,78.0074,,
1102,Aceh Singkil,ACEH,kab_kota,2042,14.5369,11.7635,69.4071,13792.4899,,,,,,,,49.8317,63.8477,78.5056,,
1102,Aceh Singkil,ACEH,kab_kota,2043,14.5467,11.9233,69.4914,14002.2246,,,,,,,,49.1022,64.1202,79.0013,,
1102,Aceh Singkil,ACEH,kab_kota,2044,14.5566,12.0831,69.5757,14211.9593,,,,,,,,48.3765,64.3515,79.4945,,
1102,Aceh Singkil,ACEH,kab_kota,2045,14.5664,12.2429,69.66,14421.694,,,,,,,,47.6543,64.548,79.9853,,
1103,Aceh Selatan,ACEH,kab_kota,2024,,,,,,,,,,,,,,,,
1103,Aceh Selatan,ACEH,kab_kota,2025,,,65.0944,,,,,,,,,,,,,
1103,Aceh Selatan,ACEH,kab_kota,2026,14.73,9.3667,65.2468,9966.9996,,,,,,,,67.4473,81.0731,86.6151,,
1103,Aceh Selatan,ACEH,kab_kota,2027,14.7315,9.4833,65.3993,10360.9991,,,,,,,,68.2207,79.9586,88.63,,
1103,Aceh Selatan,ACEH,kab_kota,2028,14.7331,9.6,65.5518,10754.9987,,,,,,,,68.9902,78.8498,90.6349,,
1103,Aceh Selatan,ACEH,kab_kota,2029,14.7347,9.7167,65.7042,11148.9983,,,,,,,,69.7559,77.7464,92.6297,,
1103,Aceh Selatan,ACEH,kab_kota,2030,14.7363,9.8333,65.8567,11542.9978,,,,,,,,70.5178,76.6486,94.6146,,
1103,Aceh Selatan,ACEH,kab_kota,2031,14.7378,9.95,66.0092,11936.9974,,,,,,,,71.2758,75.5563,96.5896,,
1103,Aceh Selatan,ACEH,kab_kota,2032,14.7394,10.0667,66.1616,12330.997,,,,,,,,72.0301,74.4695,98.5547,,
1103,Aceh Selatan,ACEH,kab_kota,2033,14.741,10.1833,66.3141,12724.9965,,,,,,,,72.7806,73.388,100,,
1103,Aceh Selatan,ACEH,kab_kota,2034,14.7425,10.3,66.4666,13118.9961,,,,,,,,73.5273,72.312,100,,
1103,Aceh Selatan,ACEH,kab_kota,2035,14.7441,10.4167,66.619,13512.9957,,,,,,,,74.2703,71.2414,100,,
1103,Aceh Selatan,ACEH,kab_kota,2036,14.7457,10.5333,66.7715,13906.9952,,,,,,,,75.0096,70.1761,100,,
1103,Aceh Selatan,ACEH,kab_kota,2037,14.7473,10.65,66.924,14300.9948,,,,,,,,75.7452,69.1161,100,,
1103,Aceh Selatan,ACEH,kab_kota,2038,14.7488,10.7667,67.0764,14694.9943,,,,,,,,76.4771,68.0615,100,,
1103,Aceh Selatan,ACEH,kab_kota,2039,14.7504,10.8833,67.2289,15088.9939,,,,,,,,77.2054,67.0121,100,,
1103,Aceh Selatan,ACEH,kab_kota,2040,14.752,11,67.3813,15482.9935,,,,,,,,77.93,65.9679,100,,
1103,Aceh Selatan,ACEH,kab_kota,2041,14.7535,11.1167,67.5338,15876.993,,,,,,,,78.651,64.929,100,,
1103,Aceh Selatan,ACEH,kab_kota,2042,14.7551,11.2333,67.6863,16270.9926,,,,,,,,79.3683,63.8953,100,,
1103,Aceh Selatan,ACEH,kab_kota,2043,14.7567,11.35,67.8387,16664.9922,,,,,,,,80.0821,62.8668,100,,
1103,Aceh Selatan,ACEH,kab_kota,2044,14.7583,11.4667,67.9912,17058.9917,,,,,,,,80.7924,61.8433,100,,
1103,Aceh Selatan,ACEH,kab_kota,2045,14.7598,11.5833,68.1437,17452.9913,,,,,,,,81.499,60.825,100,,
1104,Aceh Tenggara,ACEH,kab_kota,2024,,,,,,,,,,,,,,,,
1104,Aceh Tenggara,ACEH,kab_kota,2025,,,68.9189,,,,,,,,,,,,,
1104,Aceh Tenggara,ACEH,kab_kota,2026,14.6593,10.4976,69.0575,9259.2678,,,,,,,,65.6049,32.5582,82.6659,,
1104,Aceh Tenggara,ACEH,kab_kota,2027,14.7987,10.6308,69.1961,9421.5356,,,,,,,,65.8676,3.2237,84.3314,,
1104,Aceh Tenggara,ACEH,kab_kota,2028,14.938,10.764,69.3348,9583.8034,,,,,,,,66.0777,0,85.9886,,
1104,Aceh Tenggara,ACEH,kab_kota,2029,15.0773,10.8971,69.4734,9746.0712,,,,,,,,66.2458,0,87.6374,,
1104,Aceh Tenggara,ACEH,kab_kota,2030,15.2167,11.0303,69.612,9908.339,,,,,,,,66.3803,0,89.2781,,
1104,Aceh Tenggara,ACEH,kab_kota,2031,15.356,11.1635,69.7506,10070.6068,,,,,,,,66.4879,0,90.9105,,
1104,Aceh Tenggara,ACEH,kab_kota,2032,15.4953,11.2966,69.8892,10232.8746,,,,,,,,66.574,0,92.5347,,
1104,Aceh Tenggara,ACEH,kab_kota,2033,15.6347,11.4298,70.0278,10395.1425,,,,,,,,66.6429,0,94.1509,,
1104,Aceh Tenggara,ACEH,kab_kota,2034,15.774,11.563,70.1664,10557.4103,,,,,,,,66.698,0,95.7589,,
1104,Aceh Tenggara,ACEH,kab_kota,2035,15.9133,11.6961,70.305,10719.6781,,,,,,,,66.742,0,97.3589,,
1104,Aceh Tenggara,ACEH,kab_kota,2036,16.0527,11.8293,70.4437,10881.9459,,,,,,,,66.7773,0,98.9509,,
1104,Aceh Tenggara,ACEH,kab_kota,2037,16.192,11.9625,70.5823,11044.2137,,,,,,,,66.8055,0,100,,
1104,Aceh Tenggara,ACEH,kab_kota,2038,16.3313,12.0956,70.7209,11206.4815,,,,,,,,66.8281,0,100,,
1104,Aceh Tenggara,ACEH,kab_kota,2039,16.4707,12.2288,70.8595,11368.7493,,,,,,,,66.8461,0,100,,
1104,Aceh Tenggara,ACEH,kab_kota,2040,16.61,12.362,70.9981,11531.0171,,,,,,,,66.8606,0,100,,
1104,Aceh Tenggara,ACEH,kab_kota,2041,16.7493,12.4951,71.1367,11693.2849,,,,,,,,66.8721,0,100,,
1104,Aceh Tenggara,ACEH,kab_kota,2042,16.8887,12.6283,71.2753,11855.5527,,,,,,,,66.8814,0,100,,
1104,Aceh Tenggara,ACEH,kab_kota,2043,17.028,12.7615,71.4139,12017.8205,,,,,,,,66.8888,0,100,,
1104,Aceh Tenggara,ACEH,kab_kota,2044,17.1673,12.8946,71.5526,12180.0883,,,,,,,,66.8947,0,100,,
1104,Aceh Tenggara,ACEH,kab_kota,2045,17.3067,13.0278,71.6912,12342.3561,,,,,,,,66.8994,0,100,,
1105,Aceh Timur,ACEH,kab_kota,2024,,,,,,,,,,,,,,,,
1105,Aceh Timur,ACEH,kab_kota,2025,,,69.27,,,,,,,,,,,,,
1105,Aceh Timur,ACEH,kab_kota,2026,13.1002,8.7907,69.36,10528.6662,,,,,,,,60.6759,28.8867,82.9562,,
1105,Aceh Timur,ACEH,kab_kota,2027,13.1104,8.9069,69.45,10773.3324,,,,,,,,59.7201,0,84.7769,,
1105,Aceh Timur,ACEH,kab_kota,2028,13.1206,9.023,69.54,11017.9986,,,,,,,,58.7691,0,86.5885,,
1105,Aceh Timur,ACEH,kab_kota,2029,13.1307,9.1391,69.63,11262.6648,,,,,,,,57.8228,0,88.3911,,
1105,Aceh Timur,ACEH,kab_kota,2030,13.1409,9.2552,69.72,11507.331,,,,,,,,56.8813,0,90.1846,,
1105,Aceh Timur,ACEH,kab_kota,2031,13.1511,9.3713,69.81,11751.9972,,,,,,,,55.9444,0,91.9691,,
1105,Aceh Timur,ACEH,kab_kota,2032,13.1613,9.4875,69.9,11996.6634,,,,,,,,55.0123,0,93.7447,,
1105,Aceh Timur,ACEH,kab_kota,2033,13.1715,9.6036,69.99,12241.3296,,,,,,,,54.0848,0,95.5115,,
1105,Aceh Timur,ACEH,kab_kota,2034,13.1817,9.7197,70.08,12485.9959,,,,,,,,53.162,0,97.2694,,
1105,Aceh Timur,ACEH,kab_kota,2035,13.1918,9.8358,70.17,12730.6621,,,,,,,,52.2437,0,99.0185,,
1105,Aceh Timur,ACEH,kab_kota,2036,13.202,9.9519,70.26,12975.3283,,,,,,,,51.3301,0,100,,
1105,Aceh Timur,ACEH,kab_kota,2037,13.2122,10.068,70.35,13219.9945,,,,,,,,50.421,0,100,,
1105,Aceh Timur,ACEH,kab_kota,2038,13.2224,10.1842,70.44,13464.6607,,,,,,,,49.5165,0,100,,
1105,Aceh Timur,ACEH,kab_kota,2039,13.2326,10.3003,70.53,13709.3269,,,,,,,,48.6165,0,100,,
1105,Aceh Timur,ACEH,kab_kota,2040,13.2428,10.4164,70.62,13953.9931,,,,,,,,47.721,0,100,,
1105,Aceh Timur,ACEH,kab_kota,2041,13.2529,10.5325,70.71,14198.6593,,,,,,,,46.83,0,100,,
1105,Aceh Timur,ACEH,kab_kota,2042,13.2631,10.6486,70.8,14443.3255,,,,,,,,45.9434,0,100,,
1105,Aceh Timur,ACEH,kab_kota,2043,13.2733,10.7647,70.89,14687.9917,,,,,,,,45.0613,0,100,,
1105,Aceh Timur,ACEH,kab_kota,2044,13.2835,10.8809,70.98,14932.6579,,,,,,,,44.1835,0,100,,
1105,Aceh Timur,ACEH,kab_kota,2045,13.2937,10.997,71.07,15177.3241,,,,,,,,43.3102,0,100,,
1106,Aceh Tengah,ACEH,kab_kota,2024,,,,,,,,,,,,,,,,
1106,Aceh Tengah,ACEH,kab_kota,2025,,,69.397,,,,,,,,,,,,,
1106,Aceh Tengah,ACEH,kab_kota,2026,15.192,10.4353,69.4941,12367,,,,,,,,72.9589,92.156,86.3497,,
1106,Aceh Tengah,ACEH,kab_kota,2027,15.344,10.5207,69.5911,12559,,,,,,,,73.6107,100,89.3662,,
1106,Aceh Tengah,ACEH,kab_kota,2028,15.496,10.606,69.6882,12751,,,,,,,,74.2043,100,92.3675,,
1106,Aceh Tengah,ACEH,kab_kota,2029,15.648,10.6913,69.7852,12943,,,,,,,,74.7447,100,95.3539,,
1106,Aceh Tengah,ACEH,kab_kota,2030,15.8,10.7767,69.8822,13135,,,,,,,,75.2368,100,98.3253,,
1106,Aceh Tengah,ACEH,kab_kota,2031,15.952,10.862,69.9793,13327,,,,,,,,75.685,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2032,16.104,10.9473,70.0763,13519,,,,,,,,76.093,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2033,16.256,11.0326,70.1734,13711,,,,,,,,76.4646,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2034,16.408,11.118,70.2704,13903,,,,,,,,76.8029,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2035,16.56,11.2033,70.3674,14095,,,,,,,,77.111,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2036,16.712,11.2886,70.4645,14287,,,,,,,,77.3915,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2037,16.864,11.374,70.5615,14479,,,,,,,,77.647,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2038,17.016,11.4593,70.6586,14670.9999,,,,,,,,77.8796,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2039,17.168,11.5446,70.7556,14862.9999,,,,,,,,78.0914,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2040,17.32,11.63,70.8527,15054.9999,,,,,,,,78.2843,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2041,17.472,11.7153,70.9497,15246.9999,,,,,,,,78.4599,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2042,17.624,11.8006,71.0467,15438.9999,,,,,,,,78.6198,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2043,17.776,11.8859,71.1438,15630.9999,,,,,,,,78.7654,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2044,17.928,11.9713,71.2408,15822.9999,,,,,,,,78.898,100,100,,
1106,Aceh Tengah,ACEH,kab_kota,2045,18.08,12.0566,71.3379,16014.9999,,,,,,,,79.0188,100,100,,
1107,Aceh Barat,ACEH,kab_kota,2024,,,,,,,,,,,,,,,,
1107,Aceh Barat,ACEH,kab_kota,2025,,,68.5743,,,,,,,,,,,,,
1107,Aceh Barat,ACEH,kab_kota,2026,14.9915,10.4972,68.6686,11161.0666,,,,,,,,75.0319,56.6995,75.6281,,
1107,Aceh Barat,ACEH,kab_kota,2027,15.0487,10.6842,68.7629,11385.1333,,,,,,,,75.0848,40.9581,76.5845,,
1107,Aceh Barat,ACEH,kab_kota,2028,15.106,10.8712,68.8571,11609.1999,,,,,,,,75.1318,25.2954,77.3497,,
1107,Aceh Barat,ACEH,kab_kota,2029,15.1632,11.0581,68.9514,11833.2666,,,,,,,,75.1736,9.711,77.9618,,
1107,Aceh Barat,ACEH,kab_kota,2030,15.2205,11.2451,69.0457,12057.3332,,,,,,,,75.2108,0,78.4515,,
1107,Aceh Barat,ACEH,kab_kota,2031,15.2778,11.432,69.14,12281.3999,,,,,,,,75.2438,0,78.8432,,
1107,Aceh Barat,ACEH,kab_kota,2032,15.335,11.619,69.2343,12505.4665,,,,,,,,75.2731,0,79.1566,,
1107,Aceh Barat,ACEH,kab_kota,2033,15.3923,11.8059,69.3286,12729.5332,,,,,,,,75.2992,0,79.4074,,
1107,Aceh Barat,ACEH,kab_kota,2034,15.4495,11.9929,69.4229,12953.5998,,,,,,,,75.3224,0,79.6079,,
1107,Aceh Barat,ACEH,kab_kota,2035,15.5068,12.1799,69.5171,13177.6664,,,,,,,,75.343,0,79.7684,,
1107,Aceh Barat,ACEH,kab_kota,2036,15.564,12.3668,69.6114,13401.7331,,,,,,,,75.3614,0,79.8968,,
1107,Aceh Barat,ACEH,kab_kota,2037,15.6213,12.5538,69.7057,13625.7997,,,,,,,,75.3777,0,79.9995,,
1107,Aceh Barat,ACEH,kab_kota,2038,15.6785,12.7407,69.8,13849.8664,,,,,,,,75.3922,0,80.0816,,
1107,Aceh Barat,ACEH,kab_kota,2039,15.7358,12.9277,69.8943,14073.933,,,,,,,,75.405,0,80.1473,,
1107,Aceh Barat,ACEH,kab_kota,2040,15.793,13.1146,69.9886,14297.9997,,,,,,,,75.4165,0,80.1999,,
1107,Aceh Barat,ACEH,kab_kota,2041,15.8503,13.3016,70.0829,14522.0663,,,,,,,,75.4267,0,80.242,,
1107,Aceh Barat,ACEH,kab_kota,2042,15.9075,13.4885,70.1771,14746.133,,,,,,,,75.4357,0,80.2756,,
1107,Aceh Barat,ACEH,kab_kota,2043,15.9648,13.6755,70.2714,14970.1996,,,,,,,,75.4437,0,80.3026,,
1107,Aceh Barat,ACEH,kab_kota,2044,16.022,13.8625,70.3657,15194.2663,,,,,,,,75.4509,0,80.3241,,
1107,Aceh Barat,ACEH,kab_kota,2045,16.0793,14.0494,70.46,15418.3329,,,,,,,,75.4572,0,80.3413,,
1108,Aceh Besar,ACEH,kab_kota,2024,,,,,,,,,,,,,,,,
1108,Aceh Besar,ACEH,kab_kota,2025,,,70.4155,,,,,,,,,,,,,
1108,Aceh Besar,ACEH,kab_kota,2026,14.988,10.774,70.5409,11267.6011,,,,,,,,77.9472,31.6423,86.667,,
1108,Aceh Besar,ACEH,kab_kota,2027,15.056,10.858,70.6664,11463.2023,,,,,,,,77.3171,1.4861,90.0745,,
1108,Aceh Besar,ACEH,kab_kota,2028,15.124,10.942,70.7918,11658.8034,,,,,,,,76.6902,0,93.465,,
1108,Aceh Besar,ACEH,kab_kota,2029,15.192,11.026,70.9173,11854.4045,,,,,,,,76.0664,0,96.8385,,
1108,Aceh Besar,ACEH,kab_kota,2030,15.26,11.11,71.0428,12050.0057,,,,,,,,75.4458,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2031,15.328,11.194,71.1682,12245.6068,,,,,,,,74.8282,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2032,15.396,11.278,71.2937,12441.208,,,,,,,,74.2137,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2033,15.464,11.362,71.4192,12636.8091,,,,,,,,73.6023,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2034,15.532,11.446,71.5446,12832.4102,,,,,,,,72.994,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2035,15.6,11.53,71.6701,13028.0114,,,,,,,,72.3887,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2036,15.668,11.614,71.7955,13223.6125,,,,,,,,71.7864,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2037,15.736,11.698,71.921,13419.2136,,,,,,,,71.1872,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2038,15.804,11.782,72.0465,13614.8148,,,,,,,,70.5909,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2039,15.872,11.866,72.1719,13810.4159,,,,,,,,69.9976,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2040,15.94,11.95,72.2974,14006.017,,,,,,,,69.4073,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2041,16.008,12.034,72.4228,14201.6182,,,,,,,,68.8199,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2042,16.076,12.118,72.5483,14397.2193,,,,,,,,68.2355,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2043,16.144,12.202,72.6738,14592.8204,,,,,,,,67.654,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2044,16.212,12.286,72.7992,14788.4216,,,,,,,,67.0754,0,100,,
1108,Aceh Besar,ACEH,kab_kota,2045,16.28,12.37,72.9247,14984.0227,,,,,,,,66.4997,0,100,,
1109,Pidie,ACEH,kab_kota,2024,,,,,,,,,,,,,,,,
1109,Pidie,ACEH,kab_kota,2025,,,67.4976,,,,,,,,,,,,,
1109,Pidie,ACEH,kab_kota,2026,14.54,9.4086,67.5884,12055.5402,,,,,,,,61.2261,70.9525,86.5762,,
1109,Pidie,ACEH,kab_kota,2027,14.55,9.5014,67.6791,12504.0805,,,,,,,,60.0684,66.5844,94.9634,,
1109,Pidie,ACEH,kab_kota,2028,14.56,9.5943,67.7698,12952.6207,,,,,,,,58.9166,62.2382,100,,
1109,Pidie,ACEH,kab_kota,2029,14.57,9.6871,67.8605,13401.161,,,,,,,,57.7704,57.9138,100,,
1109,Pidie,ACEH,kab_kota,2030,14.58,9.78,67.9512,13849.7012,,,,,,,,56.63,53.6109,100,,
1109,Pidie,ACEH,kab_kota,2031,14.59,9.8728,68.0419,14298.2415,,,,,,,,55.4953,49.3296,100,,
1109,Pidie,ACEH,kab_kota,2032,14.6,9.9657,68.1327,14746.7817,,,,,,,,54.3663,45.0697,100,,
1109,Pidie,ACEH,kab_kota,2033,14.61,10.0585,68.2234,15195.322,,,,,,,,53.243,40.8311,100,,
1109,Pidie,ACEH,kab_kota,2034,14.62,10.1514,68.3141,15643.8622,,,,,,,,52.1252,36.6136,100,,
