kode_wilayah,wilayah,provinsi,level,tahun,hls,rls,ahh,pengeluaran,ttplahan,ikan,hortikultura,proktam,kebun,hahutan,padi,pemanfaatan,ketersediaan,keterjangkauan,spk,spe
5321,Malaka,NUSA TENGGARA TIMUR,kab_kota,2044,13.0254,9.9162,71.4361,11470.1617,,,,,,,,18.0162,0,100,,
5321,Malaka,NUSA TENGGARA TIMUR,kab_kota,2045,13.0352,10.0462,71.7084,11701.9071,,,,,,,,17.9269,0,100,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2024,,,,,,,,,,,,,,,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2025,,,71.1714,,,,,,,,,,,,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2026,16.5835,11.7373,71.5028,14398.9332,,,,,,,,75.465,25.59,84.1821,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2027,16.617,11.8147,71.8342,14535.8664,,,,,,,,76.3257,25.59,84.4029,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2028,16.6505,11.892,72.1656,14672.7996,,,,,,,,77.182,25.59,84.5796,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2029,16.684,11.9693,72.497,14809.7328,,,,,,,,78.0341,25.59,84.7209,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2030,16.7175,12.0467,72.8284,14946.666,,,,,,,,78.8819,25.59,84.834,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2031,16.751,12.124,73.1598,15083.5992,,,,,,,,79.7255,25.59,84.9244,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2032,16.7846,12.2013,73.4911,15220.5324,,,,,,,,80.5649,25.59,84.9968,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2033,16.8181,12.2787,73.8225,15357.4656,,,,,,,,81.4001,25.59,85.0547,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2034,16.8516,12.356,74.1539,15494.3988,,,,,,,,82.2311,25.59,85.101,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2035,16.8851,12.4333,74.4853,15631.332,,,,,,,,83.0579,25.59,85.138,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2036,16.9186,12.5107,74.8167,15768.2651,,,,,,,,83.8806,25.59,85.1677,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2037,16.9521,12.588,75.1481,15905.1983,,,,,,,,84.6992,25.59,85.1914,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2038,16.9856,12.6653,75.4795,16042.1315,,,,,,,,85.5137,25.59,85.2103,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2039,17.0191,12.7427,75.8109,16179.0647,,,,,,,,86.3241,25.59,85.2255,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2040,17.0526,12.82,76.1423,16315.9979,,,,,,,,87.1305,25.59,85.2376,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2041,17.0861,12.8973,76.4737,16452.9311,,,,,,,,87.9329,25.59,85.2474,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2042,17.1196,12.9747,76.8051,16589.8643,,,,,,,,88.7312,25.59,85.2551,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2043,17.1531,13.052,77.1365,16726.7975,,,,,,,,89.5255,25.59,85.2613,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2044,17.1866,13.1293,77.4679,16863.7307,,,,,,,,90.3159,25.59,85.2663,,
5371,Kota Kupang,NUSA TENGGARA TIMUR,kab_kota,2045,17.2202,13.2067,77.7993,17000.6639,,,,,,,,91.1023,25.59,85.2703,,
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2024,,,,,14562.3912,,,,,1139817.638,,,,,,
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2025,,,71.7279,,14561.153,263033.2217,,,5413.885,1139208.949,,,,,,
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2026,12.7,8.0515,71.9057,11057,14559.921,265524.5718,535660.6936,19688.0392,5629.2584,1138721.998,28.9042,65.0401,68.1597,86.4077,24309,5.5
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2027,12.71,8.1598,72.0836,11425,14558.6951,268003.4651,526997.2048,20711.1271,5843.4566,1138332.437,28.3243,66.3876,65.924,86.5194,25198,5.91
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2028,12.72,8.2682,72.2614,11793,14557.4753,270469.9639,520066.4138,21734.2151,6056.4861,1138020.789,27.8603,67.5095,63.6994,86.6087,26111,6.05
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2029,12.73,8.3765,72.4393,12161,14556.2617,272924.1303,514521.781,22757.303,6268.3531,1137771.47,27.4891,68.4436,61.486,86.6802,27200,5.03
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2030,12.74,8.4849,72.6171,12529,14555.0541,275366.0258,510086.0747,23780.391,6479.0641,1137572.015,27.1922,69.2213,59.2836,86.7374,24954,4.88
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2031,12.7501,8.5932,72.795,12897,14553.8525,277795.7119,506537.5097,24803.4789,6688.6254,1137412.451,26.9547,69.8689,57.0922,86.7832,25794,5.2
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2032,12.7601,8.7015,72.9729,13265,14552.657,280213.2495,503698.6577,25826.5668,6897.0432,1137284.799,26.7646,70.408,54.9118,86.8198,26735,5.17
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2033,12.7701,8.8099,73.1507,13633,14551.4674,282618.6994,501427.5761,26849.6548,7104.3238,1137182.678,26.6126,70.8568,52.7423,86.849,27560,5.07
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2034,12.7801,8.9182,73.3286,14001,14550.2838,285012.1221,499610.7109,27872.7427,7310.4734,1137100.981,26.491,71.2306,50.5837,86.8725,28544,5.09
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2035,12.7901,9.0265,73.5064,14369.0001,14549.1061,287393.5777,498157.2186,28895.8307,7515.4981,1137035.624,26.3937,71.5417,48.4358,86.8912,29714,-1.82
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2036,12.8001,9.1349,73.6843,14737.0001,14547.9343,289763.126,496994.4249,29918.9186,7719.4041,1136983.338,26.3158,71.8008,46.2987,86.9062,,4.8
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2037,12.8101,9.2432,73.8621,15105.0001,14546.7683,292120.8265,496064.1898,30942.0065,7922.1975,1136941.509,26.2536,72.0165,44.1722,86.9182,,5.07
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2038,12.8201,9.3516,74.04,15473.0001,14545.6082,294466.7386,495320.0018,31965.0945,8123.8843,1136908.046,26.2038,72.196,42.0564,86.9278,,4.46
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2039,12.8301,9.4599,74.2179,15841.0001,14544.4539,296800.921,494724.6514,32988.1824,8324.4707,1136881.276,26.1639,72.3456,39.9512,86.9355,,4.9
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2040,12.8401,9.5682,74.3957,16209.0001,14543.3053,299123.4326,494248.3711,34011.2703,8523.9626,1136859.86,26.132,72.47,37.8565,86.9416,,5.39
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2041,12.8502,9.6766,74.5736,16577.0001,14542.1625,301434.3316,493867.3468,35034.3583,8722.3659,1136842.726,26.1065,72.5737,35.7723,86.9465,,
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2042,12.8602,9.7849,74.7514,16945.0001,14541.0254,303733.6762,493562.5274,36057.4462,8919.6867,1136829.02,26.0861,72.66,33.6985,86.9505,,
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2043,12.8702,9.8932,74.9293,17313.0001,14539.894,306021.5239,493318.6719,37080.5342,9115.9308,1136818.055,26.0698,72.7318,31.635,86.9536,,
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2044,12.8802,10.0016,75.1071,17681.0001,14538.7683,308297.9325,493123.5874,38103.6221,9311.1041,1136809.283,26.0567,72.7916,29.5819,86.9561,,
6100,KALIMANTAN BARAT,KALIMANTAN BARAT,provinsi,2045,12.8902,10.1099,75.285,18049.0001,14537.6481,310562.959,492967.5199,39126.71,9505.2124,1136802.265,26.0463,72.8414,27.539,86.9581,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2024,,,,,,,,,,,,,,,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2025,,,70.4278,,,,,,,,,,,,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2026,12.7909,7.24,70.7456,12211.0665,,,,,,,,55.0926,72.8162,86.4837,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2027,12.8119,7.48,71.0634,12483.1331,,,,,,,,59.2376,69.9654,86.6739,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2028,12.8328,7.72,71.3812,12755.1996,,,,,,,,63.362,67.1288,86.8632,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2029,12.8537,7.96,71.6989,13027.2662,,,,,,,,67.4656,64.3064,87.0514,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2030,12.8747,8.2,72.0167,13299.3327,,,,,,,,71.5488,61.4981,87.2388,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2031,12.8956,8.44,72.3345,13571.3992,,,,,,,,75.6116,58.7038,87.4252,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2032,12.9166,8.68,72.6523,13843.4658,,,,,,,,79.654,55.9236,87.6107,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2033,12.9375,8.92,72.9701,14115.5323,,,,,,,,83.6763,53.1572,87.7952,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2034,12.9584,9.16,73.2879,14387.5989,,,,,,,,87.6784,50.4046,87.9789,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2035,12.9794,9.4,73.6057,14659.6654,,,,,,,,91.6605,47.6658,88.1616,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2036,13.0003,9.64,73.9235,14931.7319,,,,,,,,95.6227,44.9407,88.3434,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2037,13.0212,9.88,74.2413,15203.7985,,,,,,,,99.5651,42.2293,88.5243,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2038,13.0422,10.12,74.5591,15475.865,,,,,,,,100,39.5313,88.7042,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2039,13.0631,10.36,74.8768,15747.9316,,,,,,,,100,36.8469,88.8833,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2040,13.0841,10.6,75.1946,16019.9981,,,,,,,,100,34.1759,89.0615,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2041,13.105,10.84,75.5124,16292.0646,,,,,,,,100,31.5183,89.2388,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2042,13.1259,11.08,75.8302,16564.1312,,,,,,,,100,28.8739,89.4152,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2043,13.1469,11.32,76.148,16836.1977,,,,,,,,100,26.2428,89.5907,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2044,13.1678,11.56,76.4658,17108.2643,,,,,,,,100,23.6248,89.7654,,
6101,Sambas,KALIMANTAN BARAT,kab_kota,2045,13.1887,11.8,76.7836,17380.3308,,,,,,,,100,21.0199,89.9392,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2024,,,,,,,,,,,,,,,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2025,,,74.605,,,,,,,,,,,,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2026,12.336,7.8157,74.79,10669.3997,,,,,,,,69.1242,52.0734,90.0023,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2027,12.432,8.0114,74.9749,10876.7994,,,,,,,,68.9675,35.5696,90.2959,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2028,12.528,8.2071,75.1599,11084.1991,,,,,,,,68.8422,19.1484,90.5308,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2029,12.624,8.4028,75.3449,11291.5988,,,,,,,,68.7419,2.8093,90.7187,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2030,12.72,8.5985,75.5299,11498.9986,,,,,,,,68.6617,0,90.8691,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2031,12.816,8.7942,75.7148,11706.3983,,,,,,,,68.5975,0,90.9894,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2032,12.912,8.9899,75.8998,11913.798,,,,,,,,68.5462,0,91.0856,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2033,13.008,9.1856,76.0848,12121.1977,,,,,,,,68.5051,0,91.1626,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2034,13.104,9.3813,76.2698,12328.5974,,,,,,,,68.4723,0,91.2241,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2035,13.2,9.577,76.4547,12535.9971,,,,,,,,68.446,0,91.2734,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2036,13.296,9.7727,76.6397,12743.3968,,,,,,,,68.4249,0,91.3128,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2037,13.392,9.9684,76.8247,12950.7965,,,,,,,,68.4081,0,91.3443,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2038,13.488,10.1641,77.0097,13158.1962,,,,,,,,68.3947,0,91.3696,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2039,13.584,10.3598,77.1947,13365.5959,,,,,,,,68.3839,0,91.3897,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2040,13.68,10.5555,77.3796,13572.9957,,,,,,,,68.3753,0,91.4059,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2041,13.776,10.7512,77.5646,13780.3954,,,,,,,,68.3684,0,91.4188,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2042,13.872,10.9469,77.7496,13987.7951,,,,,,,,68.3629,0,91.4291,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2043,13.968,11.1426,77.9346,14195.1948,,,,,,,,68.3585,0,91.4374,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2044,14.064,11.3383,78.1195,14402.5945,,,,,,,,68.3549,0,91.444,,
6102,Bengkayang,KALIMANTAN BARAT,kab_kota,2045,14.16,11.534,78.3045,14609.9942,,,,,,,,68.3521,0,91.4493,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2024,,,,,,,,,,,,,,,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2025,,,74.2777,,,,,,,,,,,,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2026,12.5906,7.8713,74.5554,9409.8118,,,,,,,,65.5649,45.0024,82.3368,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2027,12.619,7.9827,74.8331,9715.6237,,,,,,,,66.0176,23.9486,82.7539,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2028,12.6473,8.094,75.1108,10021.4355,,,,,,,,66.3797,3.0001,83.0876,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2029,12.6756,8.2053,75.3885,10327.2473,,,,,,,,66.6695,0,83.3546,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2030,12.704,8.3167,75.6662,10633.0592,,,,,,,,66.9013,0,83.5682,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2031,12.7323,8.428,75.944,10938.871,,,,,,,,67.0867,0,83.739,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2032,12.7607,8.5393,76.2217,11244.6828,,,,,,,,67.235,0,83.8757,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2033,12.789,8.6507,76.4994,11550.4947,,,,,,,,67.3537,0,83.985,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2034,12.8174,8.762,76.7771,11856.3065,,,,,,,,67.4486,0,84.0725,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2035,12.8457,8.8733,77.0548,12162.1183,,,,,,,,67.5246,0,84.1425,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2036,12.8741,8.9847,77.3325,12467.9302,,,,,,,,67.5854,0,84.1985,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2037,12.9024,9.096,77.6102,12773.742,,,,,,,,67.634,0,84.2433,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2038,12.9307,9.2073,77.8879,13079.5539,,,,,,,,67.6729,0,84.2791,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2039,12.9591,9.3187,78.1656,13385.3657,,,,,,,,67.704,0,84.3078,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2040,12.9874,9.43,78.4433,13691.1775,,,,,,,,67.7288,0,84.3307,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2041,13.0158,9.5413,78.721,13996.9894,,,,,,,,67.7488,0,84.3491,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2042,13.0441,9.6527,78.9987,14302.8012,,,,,,,,67.7647,0,84.3637,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2043,13.0725,9.764,79.2765,14608.613,,,,,,,,67.7774,0,84.3755,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2044,13.1008,9.8753,79.5542,14914.4249,,,,,,,,67.7876,0,84.3849,,
6103,Landak,KALIMANTAN BARAT,kab_kota,2045,13.1292,9.9867,79.8319,15220.2367,,,,,,,,67.7958,0,84.3924,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2024,,,,,,,,,,,,,,,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2025,,,72.0572,,,,,,,,,,,,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2026,13.178,7.5097,72.2443,9873,,,,,,,,58.6702,80.3751,79.1299,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2027,13.356,7.6272,72.4315,10228,,,,,,,,59.6694,79.3334,75.6148,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2028,13.534,7.7448,72.6187,10583,,,,,,,,60.4689,78.3124,72.8027,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2029,13.712,7.8623,72.8059,10938,,,,,,,,61.1084,77.3119,70.5531,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2030,13.89,7.9798,72.993,11293,,,,,,,,61.62,76.3313,68.7533,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2031,14.068,8.0974,73.1802,11648,,,,,,,,62.0293,75.3703,67.3136,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2032,14.246,8.2149,73.3674,12003,,,,,,,,62.3567,74.4284,66.1617,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2033,14.424,8.3324,73.5545,12358,,,,,,,,62.6187,73.5053,65.2403,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2034,14.602,8.45,73.7417,12713,,,,,,,,62.8282,72.6007,64.5031,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2035,14.78,8.5675,73.9289,13068,,,,,,,,62.9959,71.7141,63.9134,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2036,14.958,8.685,74.1161,13423,,,,,,,,63.13,70.8451,63.4416,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2037,15.136,8.8026,74.3032,13778,,,,,,,,63.2373,69.9935,63.0641,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2038,15.314,8.9201,74.4904,14133,,,,,,,,63.3231,69.1589,62.7622,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2039,15.492,9.0376,74.6776,14488,,,,,,,,63.3918,68.341,62.5207,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2040,15.67,9.1552,74.8647,14843,,,,,,,,63.4467,67.5394,62.3274,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2041,15.848,9.2727,75.0519,15198,,,,,,,,63.4907,66.7537,62.1728,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2042,16.026,9.3902,75.2391,15553,,,,,,,,63.5258,65.9837,62.0491,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2043,16.204,9.5078,75.4263,15908,,,,,,,,63.554,65.2291,61.9502,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2044,16.382,9.6253,75.6134,16263,,,,,,,,63.5765,64.4896,61.871,,
6104,Mempawah,KALIMANTAN BARAT,kab_kota,2045,16.56,9.7428,75.8006,16618,,,,,,,,63.5945,63.7648,61.8077,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2024,,,,,,,,,,,,,,,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2025,,,72.0314,,,,,,,,,,,,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2026,12.1647,7.8113,72.1529,10312.0901,,,,,,,,65.83,72.214,89.1982,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2027,12.3093,7.9171,72.2743,10634.1803,,,,,,,,64.454,71.4888,89.0356,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2028,12.454,8.023,72.3957,10956.2704,,,,,,,,63.3532,70.9086,88.8738,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2029,12.5987,8.1289,72.5171,11278.3605,,,,,,,,62.4726,70.4444,88.7128,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2030,12.7433,8.2348,72.6386,11600.4506,,,,,,,,61.768,70.0731,88.5526,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2031,12.888,8.3407,72.76,11922.5408,,,,,,,,61.2044,69.776,88.3933,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2032,13.0327,8.4465,72.8814,12244.6309,,,,,,,,60.7536,69.5384,88.2347,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2033,13.1773,8.5524,73.0029,12566.721,,,,,,,,60.3928,69.3482,88.0769,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2034,13.322,8.6583,73.1243,12888.8112,,,,,,,,60.1043,69.1961,87.9199,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2035,13.4667,8.7642,73.2457,13210.9013,,,,,,,,59.8734,69.0745,87.7636,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2036,13.6113,8.8701,73.3671,13532.9914,,,,,,,,59.6887,68.9771,87.6082,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2037,13.756,8.976,73.4886,13855.0815,,,,,,,,59.541,68.8993,87.4535,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2038,13.9007,9.0818,73.61,14177.1717,,,,,,,,59.4228,68.837,87.2996,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2039,14.0453,9.1877,73.7314,14499.2618,,,,,,,,59.3282,68.7871,87.1465,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2040,14.19,9.2936,73.8529,14821.3519,,,,,,,,59.2526,68.7472,86.9942,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2041,14.3347,9.3995,73.9743,15143.4421,,,,,,,,59.1921,68.7153,86.8426,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2042,14.4793,9.5054,74.0957,15465.5322,,,,,,,,59.1437,68.6898,86.6917,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2043,14.624,9.6113,74.2171,15787.6223,,,,,,,,59.1049,68.6694,86.5417,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2044,14.7687,9.7171,74.3386,16109.7124,,,,,,,,59.0739,68.6531,86.3923,,
6105,Sanggau,KALIMANTAN BARAT,kab_kota,2045,14.9133,9.823,74.46,16431.8026,,,,,,,,59.0492,68.64,86.2437,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2024,,,,,,,,,,,,,,,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2025,,,71.8003,,,,,,,,,,,,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2026,12.1675,8.1136,71.9606,11181.3685,,,,,,,,74.2378,50.9533,84.8049,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2027,12.245,8.2743,72.1209,11536.7369,,,,,,,,76.9081,36.4494,85.0092,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2028,12.3224,8.4351,72.2812,11892.1054,,,,,,,,79.3944,22.018,85.1726,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2029,12.3999,8.5958,72.4415,12247.4739,,,,,,,,81.7095,7.6588,85.3033,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2030,12.4774,8.7566,72.6018,12602.8424,,,,,,,,83.865,0,85.4079,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2031,12.5549,8.9174,72.7621,12958.2108,,,,,,,,85.8721,0,85.4916,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2032,12.6323,9.0781,72.9224,13313.5793,,,,,,,,87.7409,0,85.5585,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2033,12.7098,9.2389,73.0827,13668.9478,,,,,,,,89.481,0,85.6121,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2034,12.7873,9.3996,73.243,14024.3162,,,,,,,,91.1012,0,85.6549,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2035,12.8648,9.5604,73.4033,14379.6847,,,,,,,,92.6098,0,85.6892,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2036,12.9422,9.7212,73.5636,14735.0532,,,,,,,,94.0145,0,85.7166,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2037,13.0197,9.8819,73.7239,15090.4216,,,,,,,,95.3224,0,85.7385,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2038,13.0972,10.0427,73.8842,15445.7901,,,,,,,,96.5402,0,85.7561,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2039,13.1747,10.2034,74.0445,15801.1586,,,,,,,,97.6741,0,85.7701,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2040,13.2522,10.3642,74.2048,16156.5271,,,,,,,,98.7299,0,85.7813,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2041,13.3296,10.525,74.3651,16511.8955,,,,,,,,99.713,0,85.7903,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2042,13.4071,10.6857,74.5254,16867.264,,,,,,,,100,0,85.7975,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2043,13.4846,10.8465,74.6857,17222.6325,,,,,,,,100,0,85.8033,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2044,13.5621,11.0072,74.846,17578.0009,,,,,,,,100,0,85.8079,,
6106,Ketapang,KALIMANTAN BARAT,kab_kota,2045,13.6395,11.168,75.0063,17933.3694,,,,,,,,100,0,85.8115,,
6107,Sintang,KALIMANTAN BARAT,kab_kota,2024,,,,,,,,,,,,,,,,
6107,Sintang,KALIMANTAN BARAT,kab_kota,2025,,,73.0044,,,,,,,,,,,,,
6107,Sintang,KALIMANTAN BARAT,kab_kota,2026,12.5,8.0207,73.2888,10172.401,,,,,,,,66.3933,71.4766,80.3978,,
6107,Sintang,KALIMANTAN BARAT,kab_kota,2027,12.67,8.1813,73.5732,10351.802,,,,,,,,66.4545,72.008,79.8541,,
