kode_wilayah,wilayah,provinsi,level,tahun,hls,rls,ahh,pengeluaran
1501,Kerinci,JAMBI,kab_kota,2029,14.5514,9.2693,72.0335,12515.3334
1501,Kerinci,JAMBI,kab_kota,2030,14.6443,9.3967,72.2801,12731.6667
1501,Kerinci,JAMBI,kab_kota,2031,14.7371,9.524,72.5268,12948.0001
1501,Kerinci,JAMBI,kab_kota,2032,14.83,9.6513,72.7735,13164.3334
1501,Kerinci,JAMBI,kab_kota,2033,14.9228,9.7787,73.0202,13380.6668
1501,Kerinci,JAMBI,kab_kota,2034,15.0157,9.906,73.2669,13597.0001
1501,Kerinci,JAMBI,kab_kota,2035,15.1085,10.0333,73.5136,13813.3335
1501,Kerinci,JAMBI,kab_kota,2036,15.2014,10.1607,73.7603,14029.6668
1501,Kerinci,JAMBI,kab_kota,2037,15.2943,10.288,74.007,14246.0001
1501,Kerinci,JAMBI,kab_kota,2038,15.3871,10.4153,74.2537,14462.3335
1501,Kerinci,JAMBI,kab_kota,2039,15.48,10.5427,74.5004,14678.6668
1501,Kerinci,JAMBI,kab_kota,2040,15.5728,10.67,74.747,14895.0002
1501,Kerinci,JAMBI,kab_kota,2041,15.6657,10.7973,74.9937,15111.3335
1501,Kerinci,JAMBI,kab_kota,2042,15.7585,10.9247,75.2404,15327.6669
1501,Kerinci,JAMBI,kab_kota,2043,15.8514,11.052,75.4871,15544.0002
1501,Kerinci,JAMBI,kab_kota,2044,15.9442,11.1793,75.7338,15760.3336
1501,Kerinci,JAMBI,kab_kota,2045,16.0371,11.3067,75.9805,15976.6669
1502,Merangin,JAMBI,kab_kota,2025,,,72.1505,
1502,Merangin,JAMBI,kab_kota,2026,12.636,8.5317,72.3511,12068.9999
1502,Merangin,JAMBI,kab_kota,2027,12.772,8.6515,72.5516,12290.9998
1502,Merangin,JAMBI,kab_kota,2028,12.908,8.7713,72.7522,12512.9997
1502,Merangin,JAMBI,kab_kota,2029,13.044,8.891,72.9527,12734.9997
1502,Merangin,JAMBI,kab_kota,2030,13.18,9.0108,73.1533,12956.9996
1502,Merangin,JAMBI,kab_kota,2031,13.316,9.1306,73.3538,13178.9995
1502,Merangin,JAMBI,kab_kota,2032,13.452,9.2503,73.5544,13400.9994
1502,Merangin,JAMBI,kab_kota,2033,13.588,9.3701,73.7549,13622.9993
1502,Merangin,JAMBI,kab_kota,2034,13.724,9.4899,73.9554,13844.9992
1502,Merangin,JAMBI,kab_kota,2035,13.86,9.6096,74.156,14066.9992
1502,Merangin,JAMBI,kab_kota,2036,13.996,9.7294,74.3565,14288.9991
1502,Merangin,JAMBI,kab_kota,2037,14.132,9.8492,74.5571,14510.999
1502,Merangin,JAMBI,kab_kota,2038,14.268,9.9689,74.7576,14732.9989
1502,Merangin,JAMBI,kab_kota,2039,14.404,10.0887,74.9582,14954.9988
1502,Merangin,JAMBI,kab_kota,2040,14.54,10.2085,75.1587,15176.9987
1502,Merangin,JAMBI,kab_kota,2041,14.676,10.3282,75.3593,15398.9987
1502,Merangin,JAMBI,kab_kota,2042,14.812,10.448,75.5598,15620.9986
1502,Merangin,JAMBI,kab_kota,2043,14.948,10.5677,75.7604,15842.9985
1502,Merangin,JAMBI,kab_kota,2044,15.084,10.6875,75.9609,16064.9984
1502,Merangin,JAMBI,kab_kota,2045,15.22,10.8073,76.1614,16286.9983
1503,Sarolangun,JAMBI,kab_kota,2025,,,70.1346,
1503,Sarolangun,JAMBI,kab_kota,2026,12.9441,8.6285,70.3492,13231.4
1503,Sarolangun,JAMBI,kab_kota,2027,13.0682,8.7534,70.5639,13432.8
1503,Sarolangun,JAMBI,kab_kota,2028,13.1924,8.8783,70.7785,13634.1999
1503,Sarolangun,JAMBI,kab_kota,2029,13.3165,9.0032,70.9931,13835.5999
1503,Sarolangun,JAMBI,kab_kota,2030,13.4406,9.1281,71.2077,14036.9999
1503,Sarolangun,JAMBI,kab_kota,2031,13.5647,9.253,71.4224,14238.3999
1503,Sarolangun,JAMBI,kab_kota,2032,13.6889,9.3779,71.637,14439.7999
1503,Sarolangun,JAMBI,kab_kota,2033,13.813,9.5028,71.8516,14641.1999
1503,Sarolangun,JAMBI,kab_kota,2034,13.9371,9.6277,72.0662,14842.5998
1503,Sarolangun,JAMBI,kab_kota,2035,14.0612,9.7526,72.2809,15043.9998
1503,Sarolangun,JAMBI,kab_kota,2036,14.1854,9.8775,72.4955,15245.3998
1503,Sarolangun,JAMBI,kab_kota,2037,14.3095,10.0024,72.7101,15446.7998
1503,Sarolangun,JAMBI,kab_kota,2038,14.4336,10.1273,72.9247,15648.1998
1503,Sarolangun,JAMBI,kab_kota,2039,14.5577,10.2522,73.1394,15849.5997
1503,Sarolangun,JAMBI,kab_kota,2040,14.6819,10.3771,73.354,16050.9997
1503,Sarolangun,JAMBI,kab_kota,2041,14.806,10.502,73.5686,16252.3997
1503,Sarolangun,JAMBI,kab_kota,2042,14.9301,10.6269,73.7832,16453.7997
1503,Sarolangun,JAMBI,kab_kota,2043,15.0542,10.7517,73.9979,16655.1997
1503,Sarolangun,JAMBI,kab_kota,2044,15.1783,10.8766,74.2125,16856.5996
1503,Sarolangun,JAMBI,kab_kota,2045,15.3025,11.0015,74.4271,17057.9996
1504,Batang Hari,JAMBI,kab_kota,2025,,,71.8236,
1504,Batang Hari,JAMBI,kab_kota,2026,13.2891,8.5037,72.0987,11377.9998
1504,Batang Hari,JAMBI,kab_kota,2027,13.4289,8.587,72.3738,11536.9995
1504,Batang Hari,JAMBI,kab_kota,2028,13.5687,8.6702,72.6489,11695.9993
1504,Batang Hari,JAMBI,kab_kota,2029,13.7084,8.7535,72.9239,11854.9991
1504,Batang Hari,JAMBI,kab_kota,2030,13.8482,8.8367,73.199,12013.9989
1504,Batang Hari,JAMBI,kab_kota,2031,13.988,8.9199,73.4741,12172.9986
1504,Batang Hari,JAMBI,kab_kota,2032,14.1277,9.0032,73.7492,12331.9984
1504,Batang Hari,JAMBI,kab_kota,2033,14.2675,9.0864,74.0242,12490.9982
1504,Batang Hari,JAMBI,kab_kota,2034,14.4072,9.1696,74.2993,12649.998
1504,Batang Hari,JAMBI,kab_kota,2035,14.547,9.2529,74.5744,12808.9977
1504,Batang Hari,JAMBI,kab_kota,2036,14.6868,9.3361,74.8494,12967.9975
1504,Batang Hari,JAMBI,kab_kota,2037,14.8265,9.4193,75.1245,13126.9973
1504,Batang Hari,JAMBI,kab_kota,2038,14.9663,9.5026,75.3996,13285.9971
1504,Batang Hari,JAMBI,kab_kota,2039,15.1061,9.5858,75.6747,13444.9968
1504,Batang Hari,JAMBI,kab_kota,2040,15.2458,9.669,75.9497,13603.9966
1504,Batang Hari,JAMBI,kab_kota,2041,15.3856,9.7523,76.2248,13762.9964
1504,Batang Hari,JAMBI,kab_kota,2042,15.5254,9.8355,76.4999,13921.9962
1504,Batang Hari,JAMBI,kab_kota,2043,15.6651,9.9187,76.775,14080.9959
1504,Batang Hari,JAMBI,kab_kota,2044,15.8049,10.002,77.05,14239.9957
1504,Batang Hari,JAMBI,kab_kota,2045,15.9447,10.0852,77.3251,14398.9955
1505,Muaro Jambi,JAMBI,kab_kota,2025,,,72.3329,
1505,Muaro Jambi,JAMBI,kab_kota,2026,13.5153,8.981,72.5758,10853.8006
1505,Muaro Jambi,JAMBI,kab_kota,2027,13.6507,9.0821,72.8187,11128.6013
1505,Muaro Jambi,JAMBI,kab_kota,2028,13.786,9.1831,73.0616,11403.4019
1505,Muaro Jambi,JAMBI,kab_kota,2029,13.9213,9.2842,73.3045,11678.2026
1505,Muaro Jambi,JAMBI,kab_kota,2030,14.0567,9.3853,73.5474,11953.0032
1505,Muaro Jambi,JAMBI,kab_kota,2031,14.192,9.4864,73.7904,12227.8038
1505,Muaro Jambi,JAMBI,kab_kota,2032,14.3273,9.5874,74.0333,12502.6045
1505,Muaro Jambi,JAMBI,kab_kota,2033,14.4627,9.6885,74.2762,12777.4051
1505,Muaro Jambi,JAMBI,kab_kota,2034,14.598,9.7896,74.5191,13052.2058
1505,Muaro Jambi,JAMBI,kab_kota,2035,14.7333,9.8907,74.762,13327.0064
1505,Muaro Jambi,JAMBI,kab_kota,2036,14.8687,9.9917,75.0049,13601.807
1505,Muaro Jambi,JAMBI,kab_kota,2037,15.004,10.0928,75.2478,13876.6077
1505,Muaro Jambi,JAMBI,kab_kota,2038,15.1393,10.1939,75.4907,14151.4083
1505,Muaro Jambi,JAMBI,kab_kota,2039,15.2747,10.295,75.7336,14426.2089
1505,Muaro Jambi,JAMBI,kab_kota,2040,15.41,10.396,75.9765,14701.0096
1505,Muaro Jambi,JAMBI,kab_kota,2041,15.5453,10.4971,76.2194,14975.8102
1505,Muaro Jambi,JAMBI,kab_kota,2042,15.6807,10.5982,76.4623,15250.6109
1505,Muaro Jambi,JAMBI,kab_kota,2043,15.816,10.6992,76.7053,15525.4115
1505,Muaro Jambi,JAMBI,kab_kota,2044,15.9513,10.8003,76.9482,15800.2121
1505,Muaro Jambi,JAMBI,kab_kota,2045,16.0867,10.9014,77.1911,16075.0128
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2025,,,67.5452,
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2026,12.2373,7.8993,67.8303,10853.0666
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2027,12.2535,8.0887,68.1155,11080.1332
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2028,12.2697,8.278,68.4007,11307.1999
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2029,12.2859,8.4673,68.6858,11534.2665
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2030,12.3021,8.6567,68.971,11761.3331
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2031,12.3182,8.846,69.2562,11988.3998
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2032,12.3344,9.0353,69.5413,12215.4664
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2033,12.3506,9.2247,69.8265,12442.533
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2034,12.3668,9.414,70.1117,12669.5996
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2035,12.383,9.6033,70.3968,12896.6663
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2036,12.3992,9.7927,70.682,13123.7329
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2037,12.4154,9.982,70.9672,13350.7995
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2038,12.4316,10.1713,71.2523,13577.8661
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2039,12.4478,10.3607,71.5375,13804.9328
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2040,12.464,10.55,71.8227,14031.9994
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2041,12.4802,10.7393,72.1078,14259.066
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2042,12.4964,10.9287,72.393,14486.1326
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2043,12.5126,11.118,72.6782,14713.1993
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2044,12.5288,11.3073,72.9633,14940.2659
1506,Tanjung Jabung Timur,JAMBI,kab_kota,2045,12.545,11.4967,73.2485,15167.3325
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2025,,,69.1256,
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2026,12.7318,8.6431,69.3412,11534.1319
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2027,12.7567,8.7629,69.5567,11802.2639
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2028,12.7816,8.8827,69.7723,12070.3958
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2029,12.8065,9.0025,69.9879,12338.5278
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2030,12.8314,9.1223,70.2035,12606.6597
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2031,12.8563,9.2421,70.419,12874.7916
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2032,12.8812,9.3619,70.6346,13142.9236
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2033,12.9062,9.4817,70.8502,13411.0555
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2034,12.9311,9.6015,71.0658,13679.1875
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2035,12.956,9.7213,71.2813,13947.3194
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2036,12.9809,9.8411,71.4969,14215.4514
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2037,13.0058,9.9609,71.7125,14483.5833
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2038,13.0307,10.0807,71.9281,14751.7152
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2039,13.0556,10.2005,72.1436,15019.8472
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2040,13.0806,10.3203,72.3592,15287.9791
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2041,13.1055,10.4401,72.5748,15556.1111
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2042,13.1304,10.5599,72.7904,15824.243
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2043,13.1553,10.6797,73.006,16092.375
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2044,13.1802,10.7995,73.2215,16360.5069
1507,Tanjung Jabung Barat,JAMBI,kab_kota,2045,13.2051,10.9193,73.4371,16628.6388
1508,Tebo,JAMBI,kab_kota,2025,,,70.8937,
1508,Tebo,JAMBI,kab_kota,2026,13.37,8.148,71.0974,12005.0002
1508,Tebo,JAMBI,kab_kota,2027,13.54,8.246,71.3011,12219.0003
1508,Tebo,JAMBI,kab_kota,2028,13.71,8.344,71.5048,12433.0005
1508,Tebo,JAMBI,kab_kota,2029,13.88,8.442,71.7085,12647.0007
1508,Tebo,JAMBI,kab_kota,2030,14.05,8.54,71.9122,12861.0009
1508,Tebo,JAMBI,kab_kota,2031,14.22,8.638,72.1159,13075.001
1508,Tebo,JAMBI,kab_kota,2032,14.39,8.736,72.3196,13289.0012
1508,Tebo,JAMBI,kab_kota,2033,14.56,8.834,72.5233,13503.0014
1508,Tebo,JAMBI,kab_kota,2034,14.73,8.932,72.727,13717.0016
1508,Tebo,JAMBI,kab_kota,2035,14.9,9.03,72.9307,13931.0017
1508,Tebo,JAMBI,kab_kota,2036,15.07,9.128,73.1344,14145.0019
1508,Tebo,JAMBI,kab_kota,2037,15.24,9.226,73.3381,14359.0021
1508,Tebo,JAMBI,kab_kota,2038,15.41,9.324,73.5418,14573.0023
1508,Tebo,JAMBI,kab_kota,2039,15.58,9.422,73.7455,14787.0024
1508,Tebo,JAMBI,kab_kota,2040,15.75,9.52,73.9492,15001.0026
1508,Tebo,JAMBI,kab_kota,2041,15.92,9.618,74.1529,15215.0028
1508,Tebo,JAMBI,kab_kota,2042,16.09,9.716,74.3566,15429.003
1508,Tebo,JAMBI,kab_kota,2043,16.26,9.814,74.5603,15643.0031
1508,Tebo,JAMBI,kab_kota,2044,16.43,9.912,74.764,15857.0033
1508,Tebo,JAMBI,kab_kota,2045,16.6,10.01,74.9677,16071.0035
1509,Bungo,JAMBI,kab_kota,2025,,,68.9405,
1509,Bungo,JAMBI,kab_kota,2026,13.0147,8.669,69.171,13392.3329
1509,Bungo,JAMBI,kab_kota,2027,13.1093,8.7254,69.4015,13602.6659
1509,Bungo,JAMBI,kab_kota,2028,13.204,8.7817,69.632,13812.9988
1509,Bungo,JAMBI,kab_kota,2029,13.2987,8.8381,69.8625,14023.3318
1509,Bungo,JAMBI,kab_kota,2030,13.3933,8.8945,70.0931,14233.6647
1509,Bungo,JAMBI,kab_kota,2031,13.488,8.9508,70.3236,14443.9977
1509,Bungo,JAMBI,kab_kota,2032,13.5827,9.0072,70.5541,14654.3307
1509,Bungo,JAMBI,kab_kota,2033,13.6773,9.0636,70.7846,14864.6636
1509,Bungo,JAMBI,kab_kota,2034,13.772,9.1199,71.0151,15074.9966
1509,Bungo,JAMBI,kab_kota,2035,13.8667,9.1763,71.2456,15285.3295
1509,Bungo,JAMBI,kab_kota,2036,13.9613,9.2327,71.4761,15495.6625
1509,Bungo,JAMBI,kab_kota,2037,14.056,9.2891,71.7066,15705.9954
1509,Bungo,JAMBI,kab_kota,2038,14.1507,9.3454,71.9371,15916.3284
1509,Bungo,JAMBI,kab_kota,2039,14.2453,9.4018,72.1676,16126.6613
1509,Bungo,JAMBI,kab_kota,2040,14.34,9.4582,72.3981,16336.9943
1509,Bungo,JAMBI,kab_kota,2041,14.4347,9.5145,72.6286,16547.3272
1509,Bungo,JAMBI,kab_kota,2042,14.5293,9.5709,72.8592,16757.6602
1509,Bungo,JAMBI,kab_kota,2043,14.624,9.6273,73.0897,16967.9931
1509,Bungo,JAMBI,kab_kota,2044,14.7187,9.6836,73.3202,17178.3261
1509,Bungo,JAMBI,kab_kota,2045,14.8133,9.74,73.5507,17388.659
1571,Kota Jambi,JAMBI,kab_kota,2025,,,74.03,
1571,Kota Jambi,JAMBI,kab_kota,2026,15.7433,11.7213,74.4,13971.8666
1571,Kota Jambi,JAMBI,kab_kota,2027,15.9267,11.8527,74.77,14237.7331
1571,Kota Jambi,JAMBI,kab_kota,2028,16.11,11.984,75.14,14503.5997
1571,Kota Jambi,JAMBI,kab_kota,2029,16.2933,12.1153,75.51,14769.4663
1571,Kota Jambi,JAMBI,kab_kota,2030,16.4767,12.2467,75.88,15035.3328
1571,Kota Jambi,JAMBI,kab_kota,2031,16.66,12.378,76.25,15301.1994
1571,Kota Jambi,JAMBI,kab_kota,2032,16.8433,12.5093,76.62,15567.066
1571,Kota Jambi,JAMBI,kab_kota,2033,17.0267,12.6407,76.99,15832.9325
1571,Kota Jambi,JAMBI,kab_kota,2034,17.21,12.772,77.36,16098.7991
1571,Kota Jambi,JAMBI,kab_kota,2035,17.3933,12.9033,77.73,16364.6657
1571,Kota Jambi,JAMBI,kab_kota,2036,17.5767,13.0347,78.1,16630.5322
1571,Kota Jambi,JAMBI,kab_kota,2037,17.76,13.166,78.47,16896.3988
1571,Kota Jambi,JAMBI,kab_kota,2038,17.9433,13.2973,78.84,17162.2654
1571,Kota Jambi,JAMBI,kab_kota,2039,18.1267,13.4287,79.21,17428.1319
1571,Kota Jambi,JAMBI,kab_kota,2040,18.31,13.56,79.58,17693.9985
1571,Kota Jambi,JAMBI,kab_kota,2041,18.4933,13.6913,79.95,17959.8651
1571,Kota Jambi,JAMBI,kab_kota,2042,18.6767,13.8227,80.32,18225.7316
1571,Kota Jambi,JAMBI,kab_kota,2043,18.86,13.954,80.69,18491.5982
1571,Kota Jambi,JAMBI,kab_kota,2044,19.0433,14.0853,81.06,18757.4648
1571,Kota Jambi,JAMBI,kab_kota,2045,19.2267,14.2167,81.43,19023.3313
1572,Kota Sungai Penuh,JAMBI,kab_kota,2025,,,73.5388,
1572,Kota Sungai Penuh,JAMBI,kab_kota,2026,14.8621,11.02,73.8777,12242.0671
1572,Kota Sungai Penuh,JAMBI,kab_kota,2027,14.8741,11.29,74.2165,12490.1341
1572,Kota Sungai Penuh,JAMBI,kab_kota,2028,14.8862,11.56,74.5553,12738.2012
1572,Kota Sungai Penuh,JAMBI,kab_kota,2029,14.8983,11.83,74.8942,12986.2682
1572,Kota Sungai Penuh,JAMBI,kab_kota,2030,14.9103,12.1,75.233,13234.3353
1572,Kota Sungai Penuh,JAMBI,kab_kota,2031,14.9224,12.37,75.5718,13482.4023
1572,Kota Sungai Penuh,JAMBI,kab_kota,2032,14.9344,12.64,75.9107,13730.4694
1572,Kota Sungai Penuh,JAMBI,kab_kota,2033,14.9465,12.91,76.2495,13978.5364
1572,Kota Sungai Penuh,JAMBI,kab_kota,2034,14.9586,13.18,76.5883,14226.6035
1572,Kota Sungai Penuh,JAMBI,kab_kota,2035,14.9706,13.45,76.9272,14474.6705
1572,Kota Sungai Penuh,JAMBI,kab_kota,2036,14.9827,13.72,77.266,14722.7376
1572,Kota Sungai Penuh,JAMBI,kab_kota,2037,14.9948,13.99,77.6048,14970.8047
1572,Kota Sungai Penuh,JAMBI,kab_kota,2038,15.0068,14.26,77.9437,15218.8717
1572,Kota Sungai Penuh,JAMBI,kab_kota,2039,15.0189,14.53,78.2825,15466.9388
1572,Kota Sungai Penuh,JAMBI,kab_kota,2040,15.031,14.8,78.6213,15715.0058
1572,Kota Sungai Penuh,JAMBI,kab_kota,2041,15.043,15.07,78.9602,15963.0729
1572,Kota Sungai Penuh,JAMBI,kab_kota,2042,15.0551,15.34,79.299,16211.1399
1572,Kota Sungai Penuh,JAMBI,kab_kota,2043,15.0671,15.61,79.6378,16459.207
1572,Kota Sungai Penuh,JAMBI,kab_kota,2044,15.0792,15.88,79.9767,16707.274
1572,Kota Sungai Penuh,JAMBI,kab_kota,2045,15.0913,16.15,80.3155,16955.3411
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2025,,,71.1936,
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2026,12.6755,8.8187,71.4572,12674.667
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2027,12.7009,8.9143,71.7209,12933.3341
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2028,12.7264,9.0098,71.9845,13192.0011
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2029,12.7519,9.1053,72.2481,13450.6682
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2030,12.7773,9.2008,72.5117,13709.3352
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2031,12.8028,9.2963,72.7753,13968.0023
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2032,12.8283,9.3918,73.039,14226.6693
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2033,12.8537,9.4874,73.3026,14485.3364
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2034,12.8792,9.5829,73.5662,14744.0034
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2035,12.9046,9.6784,73.8298,15002.6705
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2036,12.9301,9.7739,74.0934,15261.3375
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2037,12.9556,9.8694,74.357,15520.0046
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2038,12.981,9.9649,74.6207,15778.6716
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2039,13.0065,10.0604,74.8843,16037.3387
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2040,13.032,10.156,75.1479,16296.0057
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2041,13.0574,10.2515,75.4115,16554.6728
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2042,13.0829,10.347,75.6751,16813.3398
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2043,13.1084,10.4425,75.9388,17072.0069
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2044,13.1338,10.538,76.2024,17330.6739
1600,SUMATERA SELATAN,SUMATERA SELATAN,provinsi,2045,13.1593,10.6335,76.466,17589.341
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2025,,,69.2771,
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2026,13.1,9.1853,69.5176,11944.7331
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2027,13.19,9.3007,69.7581,12189.4663
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2028,13.28,9.416,69.9986,12434.1994
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2029,13.37,9.5313,70.2391,12678.9326
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2030,13.46,9.6467,70.4796,12923.6657
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2031,13.55,9.762,70.7201,13168.3988
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2032,13.64,9.8773,70.9606,13413.132
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2033,13.73,9.9927,71.2011,13657.8651
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2034,13.82,10.108,71.4416,13902.5983
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2035,13.91,10.2233,71.6821,14147.3314
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2036,14,10.3387,71.9226,14392.0645
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2037,14.09,10.454,72.1631,14636.7977
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2038,14.18,10.5693,72.4036,14881.5308
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2039,14.27,10.6847,72.6441,15126.264
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2040,14.36,10.8,72.8846,15370.9971
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2041,14.45,10.9153,73.1251,15615.7302
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2042,14.54,11.0307,73.3656,15860.4634
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2043,14.63,11.146,73.6061,16105.1965
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2044,14.72,11.2613,73.8466,16349.9297
1601,Ogan Komering Ulu,SUMATERA SELATAN,kab_kota,2045,14.81,11.3767,74.0871,16594.6628
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2025,,,69.7032,
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2026,12.1367,7.5973,69.9232,12803.8662
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2027,12.2833,7.7047,70.1432,13060.7324
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2028,12.43,7.812,70.3632,13317.5986
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2029,12.5767,7.9193,70.5831,13574.4649
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2030,12.7233,8.0267,70.8031,13831.3311
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2031,12.87,8.134,71.0231,14088.1973
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2032,13.0167,8.2413,71.2431,14345.0635
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2033,13.1633,8.3487,71.4631,14601.9297
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2034,13.31,8.456,71.6831,14858.7959
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2035,13.4567,8.5633,71.9031,15115.6622
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2036,13.6033,8.6707,72.123,15372.5284
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2037,13.75,8.778,72.343,15629.3946
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2038,13.8967,8.8853,72.563,15886.2608
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2039,14.0433,8.9927,72.783,16143.127
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2040,14.19,9.1,73.003,16399.9932
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2041,14.3367,9.2073,73.223,16656.8595
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2042,14.4833,9.3147,73.443,16913.7257
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2043,14.63,9.422,73.663,17170.5919
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2044,14.7767,9.5293,73.8829,17427.4581
1602,Ogan Komering Ilir,SUMATERA SELATAN,kab_kota,2045,14.9233,9.6367,74.1029,17684.3243
1603,Muara Enim,SUMATERA SELATAN,kab_kota,2025,,,70.236,
1603,Muara Enim,SUMATERA SELATAN,kab_kota,2026,12.0448,8.4315,70.5222,12963.6671
